inverse_temperature,inverse_temperature_recovered_powell
2.016619121012575,2.0501563454989546
3.0308311434375605,22676.466478559272
9.739128301443603,6368362163908.616
11.048114352924614,3887570360.5197845
3.5013901196682866,6254569507607.767
4.287820732314846,1954855138.0477207
8.1419525126008,3684226173.7231245
41.303239528867586,6212989351772.854
1.8942661247167512,1.9733117452347357
51.9999822649666,43741.31161554403
0.37360586930715445,935610.3601885067
11.385316034727634,916122.4070252214
5.6248922813999815,33549.94849030621
21.83712129866659,29173.115936749058
0.06652742614662133,7381.413600945753
6.230042648949861,0.000342493560310686
32.921069013006814,6183085186052.1045
3.3587367417105227,4031403793.110279
1.374785429372619,1.3778824614817105
0.9847339458514819,0.8973490723093533
2.6596248121486252,44102.800896817396
1.802544050330095,1.9378155726580708
6.163823134547501,1299949769.097033
24.153556575402323,6179471384054.925
6.432396516892826,22095.397380648275
3.012329615566256,22103.81534113262
11.442426813693153,2738054363.1538916
9.351064504685235,1159419023.8162901
24.620724622589638,43720.81801699359
0.6740800609081081,0.6583586524049662
0.21315441735986052,0.23368912143436485
64.79332246575679,22746.430872546676
15.098788943950062,2218197817.1506314
64.49133090470427,6309579916236.116
0.1065117854509281,935711.8502899525
46.89825373922061,914636.9442938102
17.566552447315285,153280.30987569172
2.576403847693255,138250.19224035976
22.693290245752248,935970.7115401237
0.45826403118986603,913862.2543160424
39.96260922202494,22063.08754376712
41.69427374713844,22050.74248030055
53.23326290888852,22146.01861289448
5.327014083919651,22511.84621197116
0.9218358201178205,0.8483106181316855
33.39248341032897,44196.1028410928
6.782316534146772,741981045.2467313
5.655440775898834,6416270775288.316
34.51808567207842,12.268549295135156
0.8186128681293197,0.7138617765777223
1.6277280655179456,40055.951439189
0.6587472649501049,0.659687766297407
1.7641298538705752,1.7263125190772155
0.4382757491225846,0.43251288216531875
25.70382212978616,6206602690243.263
34.68186554934671,4099950946.6227727
2.002772829575786,1.9955992946724084
63.2971626047385,13.156364076091926
42.487219286777794,6327986136577.943
31.099148096831186,3427004431.0345736
60.406138556910236,22344.13279516271
4.665611008252436,22403.64879366613
47.563914553465594,318075320.612859
6.398281793051876,3607490189.943723
37.23116941463762,22024.955227248633
27.21950883690142,12.998694874346018
0.49219703883509336,40192.530172304585
7.730898533119516,0.00034280553518328816
16.09099049971363,13.018849001469265
48.46587484117697,22385.503591825975
5.716961007210564,43991.272402823684
0.09637731229900393,0.09418691992976248
38.84736430764594,22037.895751565156
17.99858598353726,22626.96931031398
8.660842124472964,6191806404600.705
8.441151680692835,1301266406.4414735
0.29982867605558794,0.29880133666595293
91.90347696892465,44180.038461342425
42.88919774015305,22024.579282437826
18.440672704212847,21980.031355779178
84.52004723396306,6186195439730.949
13.751329666105505,1949426348.5375872
2.6934529194879357,4055858576.421441
23.9231767031401,3710938888.586381
45.80903310144556,2771722928.4510417
66.01527840992534,3257208102.4512568
3.279259577741743,3799899892.2421765
11.968421361618788,3292015655.1520147
0.0763859788955914,0.07787709075226015
0.728869599669415,0.6616043115562528
2.939168835815193,2.042362525554791
38.30118039281053,43747.46338559862
29.096880126942303,4191546189.803017
49.616918735329634,6269871085398.806
4.096742673429575,12.11292646881797
0.45157059461148075,0.44565932588901347
52.24437411284708,22005.40969946672
4.613720026694584,13.079218251683715
40.15149471469791,1656687062.3643897
75.93321577075551,2775728460.1072993
11.615344098091033,6232657534063.685
7.186285996098924,3677735835.556159
20.71017562294079,6256256519574.459
40.53188266478523,3914470648.8804197
0.5129346862093145,0.5934976639092115
23.694906865909484,12.232117845152686
5.59448400458882,22022.308530284532
2.8673420690208453,21990.955540487317
8.705389895207642,3610445047.0662913
13.023394347068864,3608485162.0621057
1.9344888759617103,1050452165.1330335
75.22858919562853,2741442034.535298
1.2164316628771,1.5160171146854422
2.1010480209356293,1.8385804190345065
2.8143327905411604,43825.53840100528
1.1860512514338497,1.0082338364369432
32.14969374271998,21992.15116561898
11.73195529081655,22109.689530721575
9.543311138932282,771584365.4379758
94.5036522130835,6279754877573.071
7.852235253624794,196766.03834932178
36.361781170143026,303952.66404011456
1.7514424889794538,1.86359462923379
72.47403082604345,43828.471902118356
13.956334678818434,65757.12410555163
1.9752706185530071,1.7017737001860564
6.640413849058566,22004.260356532133
2.5599881425663207,22351.25383286652
19.44981157152182,22705.289930438677
1.3638851566381893,1.3574585244433617
10.506389229851719,22022.744514621496
5.070392647895074,22362.81643648334
28.277464734765612,22186.078194132293
6.818202106882675,22568.35668503253
2.3533163423793537,43773.32150955484
0.6135863368107664,0.5966712466122963
0.3991173618726547,0.40273403001561175
1.9076120734557755,12.34126328689921
19.82961863811211,6281552618624.196
73.83863783090533,2855046176.6611624
5.014794296281801,6183418414214.253
10.937766417144363,1955131487.4283643
4.435815845224494,21982.737532147174
14.951341129587677,22146.10413612703
79.18551153714645,555131967.4849585
55.52593467087139,2790064056.5542326
60.124284184064685,12.678045245025656
1.5095762727978457,1.4917089193944189
65.09670656077814,22093.699334177203
84.91439458053094,22188.5063304093
44.74458166724551,6178281485229.763
20.119096016108976,3476942351.419155
22.476284862679464,43734.39243068666
0.35477798836258945,0.410127086893945
25.581251500597446,13.054965491752819
56.57577072234462,21973.484557539112
5.297973068989927,3588071584.598791
4.41086543306758,985971845.1266731
0.018572643824220192,0.04126136486133562
10.882972031016955,22813.651848915786
21.11339098214693,3868916926.9958153
82.57529574264808,6377828268025.196
0.8954934050010079,0.8993297372918083
28.009314242188633,44099.549187645884
1.0591420794529802,0.9671176122115136
9.115678197225508,22695.66910344699
12.148648598504014,12.19519195358998
0.8269987984716995,0.8231153331719048
3.240066103373943,2.1079049462361312
2.6094626937385854,22661.910843212445
7.30005402262185,6205547656377.858
5.126504928422594,3315152955.7645464
1.1167731868548088,1.1473582062113303
35.011694436139464,43742.59952451548
1.5327737916392783,1.599597222084484
6.60534432499607,43891.95938778618
9.25625974372752,22272.272552268747
77.72340968837608,22023.650148312307
25.826957952797258,6195141427483.903
6.2633815937517285,1298377344.5603466
4.1202446126170935,3576537016.13733
45.59417948943921,2766294801.8580313
12.516651946660824,935649.1416797375
0.08633566016120486,913907.0897227246
21.42070944780616,6276276782982.71
26.45120661410977,2118163782.9362452
15.24759970690615,0.00034117310497094877
0.9042338444520548,85346.32129660988
5.240290322345517,22119.036098626544
14.164188726580317,22154.959829079668
7.975258238113913,43846.54661474197
0.0813493759982511,0.08248880352523655
4.003808716375798,1743677166.4201849
13.549134636997515,6367063826157.879
0.5841642190119829,0.5866259770410635
59.00974457214384,22770.85026623999
1.2889713647352767,1.0744957500256327
37.40745977815444,22667.95766325532
0.7609792789625973,0.709424867193012
6.466668549473196,12.469802227177064
40.915786768868266,6181009420611.4375
59.564450637654225,2812382044.1016393
65.40148961097702,6205478591877.593
51.03358109636513,3838878199.141748
0.598807599138256,0.6077442432884437
1.498057309659952,1.373479301246113
5.474240246458906,43755.874784755455
0.4316740588229713,0.468949278521869
8.616498828148782,43724.93059259835
0.12188941362261674,0.14353982202190674
2.9030902315631852,2137826932.6212902
9.938582306368916,3324985316.9209294
0.3673010139632269,168081.2831980256
3.912569316204146,0.00034401773518766277
4.744348226053354,3397161781.425008
4.587953033774356,6217818936846.304
8.016644666038573,4202692766.8794403
42.08892252924792,1247157832.7593765
7.690823680861062,3431452491.8365774
4.312203764625508,1718194261.4335341
79.55526044083167,43883.47353056188
0.06163206184130021,0.08057152292006411
60.68929260775693,6320263254689.95
31.997536542162322,1298894276.359303
36.190290474789435,6200727019985.068
67.25992930661387,1299848856.8067977
0.3485595530525598,11706.148631200558
29.37508364336093,0.00034346523534622975
0.13748075072293697,935665.9412641086
5.534085532585141,913882.797469185
20.314312488729488,6189960041795.458
90.63005812091889,3950171507.695039
19.734010621783003,3332052796.1541424
13.218282957212594,3599676297.8159165
22.261267018517234,22001.179904736895
14.304360419113783,22541.250588070412
1.0973857918781245,1.4761405436355803
21.52409511660407,13.049900359906621
59.28645961505653,3718641732.6686687
12.33138052397157,6308965082774.935
5.810309248206048,2808295610.1670876
4.691736095177118,3157038038.339156
1.2369194702482695,1.2746106443169247
33.71039376458385,14.582358906651066
15.702336256206994,193744.2684124061
24.03810167007841,276316.0687242066
27.34963374668822,13.123626590495833
1.6156667852726696,1.6717487279155503
2.8495909565252644,3339043069.340673
20.412596374738747,6203346480727.368
30.22521910766804,43774.439052923975
1.3967369955949183,1.3654450243519436
0.3118437722016072,0.29665788181143304
31.395859777142064,12.517460948968374
1.5444528383247556,1.447609969576056
69.49395032503521,22721.234564975573
72.13678478899267,6328090553662.857
29.797218091536912,2199176441.969571
0.8867930841950638,0.9579604525472054
2.277060924280109,22666.311974697343
1.0309176209047357,0.93879750637503
20.810284900558557,43838.833809041105
5.686130134652758,2176549475.711395
62.70826886069483,3479061028.443316
1.948020298583621,12.222049194038451
0.17470838823996715,0.17323927568951933
0.6895545870964226,0.6940097831767613
88.95927651943882,44349.43275432165
0.392695408696061,0.37474493357290656
0.0913449369205439,0.0843801491501199
5.873261021704095,132021.7175488171
54.75113922769216,139661.42715558485
2.232142571564017,1.9096603867650932
22.36852863989433,43764.48195638425
4.511359509536729,22681.650920768923
1.0496906107066404,1.150749823881229
16.731735677243734,2901289352.790208
8.269001811442855,6206547495734.396
10.348672281080418,2061556489.2851276
20.610525847228235,3296428949.8953085
15.173023172161315,22634.51687994767
1.8677577199070252,1.9322295711571775
80.29988103360184,3679118974.569855
28.548093903193678,6226009048309.606
0.11161409772333508,0.11391354332966284
0.15328876674866998,0.16269735647775252
14.025300857927736,22243.16676375749
21.31779831955949,21985.561740336223
0.15860677556302072,935618.4950981627
7.650932772302957,913961.8208783232
0.6663960280614059,0.6433181508138655
20.2164797260721,44051.29048247202
3.220604186365721,22231.386436374458
10.828429151297543,21979.594158505566
1.3857359651011505,1.0706338282808519
45.16742627516666,43917.752891907585
18.35143995417332,6337454484927.348
3.9352220010112067,1954001059.5400522
14.094585051708624,3188328912.9013762
10.244730492068447,1679897747.4618063
3.0868491844215384,6227851094804.897
58.73429965216526,1951797517.3121095
1.0215957025136202,1.095251838654593
13.482354062368882,22642.778669510328
4.073348608218274,2829480589.9675198
8.977023588194928,3495964000.0893536
18.174201309953446,22167.68689025399
3.9579791411645333,22471.085527045758
10.193117143059025,191865.89887589953
28.412468057446244,52248.67226742658
2.337924609617034,12.155735580321519
0.142725866111993,0.1333473013671607
