first_choice_weight,first_choice_weight_recovered
0.02736539464875271,0.04793374109268021
1.1426747140956248,1.2050204011640024
2.2223504674068812,3.1324219437552836
1.512792421737541,1.8445865018561083
1.1095879587875026,1.6626700792796403
0.1344908392020238,0.12751919031692704
0.8886635326286679,0.828892321222984
0.027665560601414816,0.019872831633897112
0.9558786549648647,0.8623483691284531
0.6007668168742232,0.4811807573067717
5.058308404272981,4.465213791566813
0.14736471925859737,0.12018436163111221
0.018437745232096063,0.018149595718644065
0.06010657575445208,0.04664538842041846
0.25572882636552896,0.17598174807753497
1.844207228031428,2.2433451402555202
7.278424366719924,9.371779638080445
1.7466098404754677,2.4225622412344903
0.6126236861347095,0.7593675416811466
0.37094251745790013,0.6222399704403034
1.504348950521093,1.3857791442627163
5.175123469600738,6.031650600018266
8.34063017631262,6.890227942643547
0.8102269511132487,0.5817535820013577
0.6835593714212247,0.6696285216635167
2.7733328152707744,2.319282477909079
0.22819262929296763,0.3347491714646422
7.031285230322347,7.5446114227892895
0.7238016127813417,0.7205834898979327
0.023439718199188758,0.02103199959442821
9.76679103175195,11.609258936352749
7.500569059842947,6.054229725636095
2.0097974633771027,2.538000369849174
0.055108337147435835,0.08688313556661541
0.021415603571538298,0.026070421312932458
11.299893639530389,14.136253697261434
0.017802023229919018,0.011670061096759039
4.527713741803262,3.683412513241578
0.015813250811374434,0.015945208795558267
0.01953929304995884,0.017937633275217094
0.4569262726353223,0.49709871773794184
9.8471481467548,8.909187183314536
0.08404479665905995,0.07188414123759317
3.285657102405799,4.177955401719276
1.0901219930756225,0.9170693588681228
0.20476643353195226,0.15860502678824537
8.734324382952707,6.623848254283074
9.528990976903748,9.947406587066421
3.6222310309824635,3.659443305353191
2.3660026897628246,2.0156406755541245
0.05248462437230551,0.08760700203187169
2.2694033958013606,2.0137085680190245
0.02045952992525599,0.01480542030920604
0.0264811311894278,0.02118223105565176
0.04996584411910212,0.06732625725335366
0.07813640764012002,0.06944828444065669
1.343541845157274,1.055076407406512
0.020695145794889347,0.01624819170710187
0.03573845167282139,0.08472901846317764
5.871652899016651,5.6863927821439715
5.318260661151863,3.8714135556401525
0.35044659267409645,0.3760133080447399
4.044333983162884,3.989510153521355
0.022408621871524072,0.04345057059887429
0.14022115746416453,0.1647753332369883
0.14375596488305778,0.13736570992159708
0.9792035093776806,0.978542294604646
1.479253801809369,1.408926063382409
9.105549570951128,10.8736411994427
0.8002191256026112,0.5573703238582879
3.0965312239440808,2.2770097330787693
8.553495855209999,5.551507103820312
