inverse_temperature,color_preference,inverse_temperature_recovered_cobyla,color_preference_recovered_cobyla
30.805153980487987,3.837619766212507,35.15622200343248, 4.186421171295864
46.678400600994834,5.76761742229872,12.246716149597402, 2.066419508312224
10.559447129234723,1.20430335739498,1.3345877005613702, 1.4516146962746008
2.9939130097671978,0.26352188917088126,2.66408155685963, 0.2538529710273883
46.02487743965627,5.690602879421652,12.300000774921783, 2.194283982064977
7.493191747054112,0.8052100815991768,12.49923101124216, 1.7249796299870797
3.1819479331074776,0.2838746946622176,79.6728873482702, 9.424233395377964
4.050061921841296,0.38155913987309326,13.993387879617089, 1.6582627733083501
16.24897277681488,1.9567715373588488,61.17183882393987, 7.416895994023482
3.220604186365721,0.28809842149142684,2.76176561078958, 0.3031172130874051
11.103670238122202,1.276003650926815,37.82327303052227, 4.706575935056775
56.31149775014,6.880404971364859,93.91695177218608, 10.88413523513924
7.037017335713632,0.7469984822475685,12.502202230463116, 2.2929428092190944
72.47403082604345,8.661614496262011,68.12829470584504, 7.8307469039044815
26.96104809709872,3.3507981877688744,74.8697855639998, 8.149758719719006
38.84736430764594,4.831261775523389,12.564458460825563, 1.5670928608652668
22.584537967563072,2.7873868375329733,73.23320041696087, 8.541992335177572
10.090600073955736,1.1426747140956248,12.490161089092837, 1.8234706850508269
0.5841642190119829,0.0466094100062623,27.128294524725394, 3.3721377931814045
73.49512824332727,8.770869621531634,68.58923636998394, 8.24254701331732
0.49219703883509336,0.04087358779246264,0.5619643622767054, 0.045789060148762877
43.499143131133906,5.391057047937299,20.354564149431187, 2.5123270502715553
0.4449078809284497,0.038037229732936474,0.4551620551548146, 0.001
0.2243683313418008,0.025904954849234406,0.2762081951284528, 0.09926144782981318
5.779049906922795,0.5891018016129582,7.008694826433624, 0.573309276021132
12.148648598504014,1.4140330889242347,1.7511144952855242, 1.3858366418490502
0.8186128681293197,0.06244620933441945,42.73447232303627, 5.299765672506558
0.7448505784296262,0.057285186717887196,46.58541283913591, 5.75667147003974
29.655858761760268,3.692877834198386,31.134557976513406, 3.8789775842744634
0.4990778107927054,0.04129280052294084,34.713293445545474, 4.324653290846542
0.24710808826946673,0.027067947569674334,0.2474654984845146, 0.05661619999242296
15.24759970690615,1.824332708611711,34.048312578856, 4.217895886707666
