inverse_temperature,inverse_temperature_recovered_l-bfgs-b
13.616223148107235,12.678595006667368
81.05138460116652,22.260422317436642
65.09670656077814,5.446393280266864
28.958735350668444,5.221719419546247
1.7896803641540675,1.7860121269847147
1.7641298538705752,1.6688151444389259
51.75671217645141,7.574545089402829
0.07144536380154576,0.09805438457626617
2.3073527641255502,24.065969682110996
79.18551153714645,63.60296963539521
31.695314141494528,82.78313591375196
1.1363397911526572,1.0426119498584752
3.298991964642103,4.363782673333232
11.103670238122202,24.76800171674238
4.959705166539568,5.146521029619062
2.8851750348869256,25.767170043727678
80.29988103360184,61.29266820127895
96.27740752954928,5.163608622455721
0.037490230747061704,89.58326682158618
1.6156667852726696,62.14201342854769
1.9344888759617103,1.5983971427229815
17.65216594881959,62.60792375143544
37.40745977815444,5.487425172030076
11.968421361618788,5.448334273890408
74.87869972683022,67.70653400119234
1.2369194702482695,1.2465594342352577
12.704498158960478,3.592116429423294
0.3799397974013412,0.37115812436158274
4.4608813079356135,36.05546090823553
0.0763859788955914,0.04807665038962853
8.528421908886989,3.6099246744237887
1.0686371305141322,1.1820146444858584
38.30118039281053,5.07365900690093
53.48334162160639,16.65466729157302
3.3990271599722277,5.5783986261268135
54.75113922769216,5.371002827982584
7.0001274003758684,38.17165556067792
1.2784649788326536,1.5378938465560572
6.432396516892826,5.142470711673331
33.5510729459222,40.49192873073104
2.1441445012763833,1.9399284933395378
49.153321500576915,30.516044218460937
18.893046541454208,49.08015237777089
13.549134636997515,63.70081357639965
70.80320935618435,5.211746236539762
3.5429991686720967,14.185790102744583
2.6934529194879357,5.650450056405658
10.506389229851719,5.1639666979357095
18.440672704212847,5.521978043445668
10.774136623570904,5.384447017676827
73.49512824332727,36.70931770110288
1.0973857918781245,0.9613799171322225
42.88919774015305,11.167034805923215
0.2879236254336299,0.31261465646335534
90.63005812091889,22.001232482084397
0.04708037528119302,95.86980112540671
10.348672281080418,97.41522338311118
10.090600073955736,7.3841778992794005
73.15319536585754,8.845069838987055
23.244620170823282,5.250467149111403
3.912569316204146,5.1164551417291495
39.774590714368905,73.10475283222611
16.169799936468742,8.031131556950442
1.713728736609967,1.717219213958561
4.1202446126170935,6.517700231804603
0.023269453898235426,0.0329347228238037
98.08410617173911,78.34755423747966
20.119096016108976,5.159193838526096
1.1070571911407279,1.223618774031497
6.746595676304775,3.7309776906434458
0.7690994511149831,0.7789169963489475
6.711038777314797,85.59538834422816
26.96104809709872,5.195021968576966
13.283845855483555,19.017610588996586
8.1419525126008,14.383335791450987
5.444523462971117,84.66409091882257
89.79082407375758,5.146593811355251
13.683621015645025,17.219393785859015
0.7772570667492842,0.7376487689359551
9.543311138932282,36.32863817410308
30.805153980487987,5.402164798876695
14.094585051708624,5.430645812631541
1.5444528383247556,1.1636424659285975
1.7768757223388296,15.329850887206018
2.8673420690208453,49.38697840509981
1.9889900926610835,71.91694151585945
92.76223953405626,26.910554129461502
7.376776400682919,18.86351890732014
0.14799516761182674,0.1398497669293429
12.767691908962114,7.067738019659341
10.141740699487029,13.739925412153744
53.73457348940288,9.65064526677945
43.499143131133906,5.166623664636646
2.676499958746202,8.848591441475504
51.5145586984224,5.372179162268515
6.230042648949861,5.27361513320638
0.7130349897073645,0.7601230192376863
0.6511336096860072,0.6541672479408999
9.888374178513372,20.755845222622636
33.71039376458385,15.100414673032233
82.96067551242973,72.34497755160056
94.5036522130835,14.588946963683373
65.40148961097702,68.615908776499
3.6916831144742615,5.137955673323538
2.3687790490147047,2.1012442931508395
5.240290322345517,4.400883151202058
2.939168835815193,4.973731885784892
0.5624502354169345,0.5347359885957467
39.03110721811762,4.10539073732227
26.45120661410977,24.19803361001365
6.535687445705443,9.838754744463191
9.25625974372752,33.55923805703756
36.361781170143026,24.95958142148798
61.54661289694844,54.210385433622406
11.048114352924614,14.607121600879282
29.37508364336093,30.270917118722895
60.68929260775693,6.6920833339896575
41.303239528867586,19.818198583569902
4.587953033774356,8.769935308016255
16.09099049971363,5.112098781089264
1.2266520027082213,1.1849673240816698
2.384313056795571,1.729243839073298
2.002772829575786,1.903962312071075
39.96260922202494,12.633032105247844
3.338730126091874,8.83512742340333
28.548093903193678,65.51439532441361
4.4860623517184255,55.16039642229232
55.78658527936262,61.727333708515175
11.79066448179512,5.2273070613632635
44.955517640549964,89.68550327241385
13.218282957212594,3.140535714256519
1.8809814339252258,1.7261377778405178
52.24437411284708,18.68758755894465
85.70855286479392,5.247937709076254
2.592895248402315,42.966353127323
5.098384251159436,15.174726188819374
8.840269504292825,31.225972424973072
45.80903310144556,5.187484496247364
1.4638166830945587,1.3454912127018426
8.226457063411727,21.02989122588805
2.527382430881737,3.476087275355485
0.6740800609081081,0.7565619996961559
15.934455172538101,16.585798125082793
2.576403847693255,27.85998321933471
2.744782282999756,16.735322429195673
35.17775042658409,24.153461997181807
0.4990778107927054,0.5169587699821694
0.3863029323051368,0.40317032254366053
0.2761276124355696,0.25472235390492853
0.6817995261249044,0.7034914090172468
75.5800920637183,12.681270645453369
40.72339317321632,17.612636632543317
63.2971626047385,5.1327439943690125
81.80983476699043,50.8244550825243
2.957333007004632,5.1995529150687965
3.480728724587463,15.915669883644675
15.702336256206994,3.5415398021482516
0.8781326978895121,0.8416739397529581
1.688873862595615,2.005080776612099
2.4471686977890936,1.9047929846192524
0.810265429234097,0.8976304695365991
64.79332246575679,95.40409211284835
30.22521910766804,14.67309465973562
91.05257975712654,10.124518085300322
18.35143995417332,15.847692454827904
9.023029324930393,22.969220076045413
6.130941163392567,5.561136074092495
48.69397032428532,5.365514312742662
0.9396005014030884,1.041566318205341
7.493191747054112,2.528780102761787
6.033198052179177,48.6652972729283
51.273516705633924,10.099405041725834
1.331483614616344,1.2918012885741101
44.74458166724551,20.967855971658047
0.8354233977517842,0.7725139759945403
1.948020298583621,1.744396018828699
2.921088038229747,71.0948348571199
8.441151680692835,42.56604761227451
37.94122330715912,41.385761982630896
38.48240475722758,73.47206534364874
0.027987921754839995,0.014597014517527075
6.000915650571102,14.137413554090292
27.089981200867737,6.886585853672354
19.076929903343192,17.95491861851475
3.0494179849710923,4.334165006695789
1.6277280655179456,1.9684201222970044
2.232142571564017,1.9011717736063996
14.951341129587677,27.56245871719355
50.7947467923121,2.785378152325528
1.2472342828110503,1.249251038228224
57.10797810755894,13.15536848748891
4.167574104914816,5.116448575721379
25.581251500597446,22.78276566293998
4.3613076505106125,7.669644326281743
25.216904893034368,35.67182786850283
76.28796779070159,89.38185132231425
3.4601621653763006,92.20318306267723
16.731735677243734,5.07710702488485
32.45611624659835,5.512795359097453
7.2619567480478775,5.294144077248264
5.841712731578662,5.207247011019256
