inverse_temperature,inverse_temperature_recovered_nelder-mead
8.016644666038573,13.472003492696103
16.169799936468742,26.913242028472006
28.548093903193678,12.880499829453191
39.03110721811762,833.4804020602887
1.7262421970347437,1.5963586555105076
2.058542259824543,1.9474647906870328
1.2680068172750079,1.0670781042323174
83.73677439942138,18.709027628166105
1.948020298583621,1.7591387699142387
77.36206898551762,12.962883033199091
1.664246632838382,1.6614076774723112
23.02256519099343,12.55447080086444
7.0001274003758684,58.69468612386673
0.37360586930715445,0.0
1.7641298538705752,1.5322889043074919
27.611686416740493,12.540334404694047
6.9268547272628185,13.035221607459158
11.048114352924614,42.02716608065721
23.13333728651047,20.85638547158313
0.48534784964282696,0.48270964577337183
46.678400600994834,12.895527198356062
1.7514424889794538,1.8613993251431182
21.31779831955949,13.313166227008761
36.881012493497,13.859045683498874
1.9889900926610835,1.46875611176108
12.454610470890998,12.840672391106352
0.1965258287320717,0.17338668047801548
7.493191747054112,13.554336881080735
10.244730492068447,12.685330614100632
6.854253154040614,13.449856714076105
1.2164316628771,1.3211108481975922
44.53461389073482,12.151686008374856
7.5716994129544375,13.932931786829347
11.271879689554957,12.579930022903364
87.72621353826392,12.482256830220154
6.535687445705443,16.821085629968223
9.162323293724318,14.601157284899752
86.10838061106992,24.076158770658733
44.955517640549964,13.917124076318217
12.028220937490604,12.650138426376756
3.5429991686720967,17.7360992421533
62.70826886069483,13.1439201145011
20.511333464305675,12.319243807301966
0.598807599138256,0.571559073902893
30.659168221749592,35.88795048778751
0.08633566016120486,0.0
11.908896265991935,13.886834370954652
6.640413849058566,12.922875804438895
2.1586426813102695,2.045082569098844
88.13534505784914,13.761201387174427
43.499143131133906,81.27035275108416
6.6756450846051765,12.759621298145568
0.7690994511149831,0.0
9.938582306368916,11.633089550506648
1.713728736609967,1.4589893050411307
0.2528587137824181,0.0
3.012329615566256,17.13423299807917
2.6261065343566528,13.32164231838535
69.49395032503521,22.64394250910815
5.716961007210564,14.728292355384838
10.774136623570904,13.15867873475003
79.92671431900857,25.4392618625754
9.838396506125651,576.9582970475157
5.534085532585141,12.863840866987283
25.459243470989684,14.009277036230513
28.958735350668444,19.074490805871516
66.63474082691936,12.950249423649977
18.620374503370886,20.69880528394432
9.989021952361282,16.073434596625603
2.6934529194879357,14.057832627432518
2.3687790490147047,1.9843506391900536
6.2633815937517285,12.774056100470908
8.795102635720019,14.323944252091522
5.59448400458882,79.92281992802418
20.810284900558557,12.634685611284494
13.616223148107235,119.35132249349873
57.91552746482361,13.060406056377417
9.543311138932282,13.165827673001722
55.00821712385413,13.311382236592348
35.84966689961856,17.577070284692045
25.950661575834697,18.207817872771155
2.6094626937385854,72.71538037427273
21.2153595537214,13.315077433849076
19.16950800977189,16.001045217581037
51.9999822649666,13.03194357151023
57.64510500487572,30.383657384167968
26.45120661410977,12.427460535534712
0.4251026703029981,0.38553036579075195
97.17660095852473,13.956117604360145
88.95927651943882,13.73904123175372
2.8851750348869256,18.197086292043203
4.287820732314846,13.124337711320107
1.521148351815531,0.18601876604408174
0.19103377134210575,44.01375869067455
15.779353542763225,13.187435651445885
39.58743521226579,13.771007769690534
0.412050242899312,0.0
21.73229883868945,14.226023107368809
22.476284862679464,12.55764506786048
0.9665558901340296,0.8936023213928692
13.349711075324755,17.40667423707974
4.851035959658134,12.491030918159847
2.511191734215131,23.6686692417778
3.890020607292973,15.321505282138421
0.1801251665378809,0.1840916579937821
20.91085579892225,12.09239459173428
0.6285016832205073,0.0
2.72759372031494,107.35520768740707
74.18373139906758,49.363981878369195
0.41856144447739974,0.4388717144814838
48.23882631706739,66.82257351590764
66.01527840992534,13.028944596224658
4.239389908578075,15.201977135964402
4.167574104914816,18.469901319310864
