inverse_temperature,color_preference,inverse_temperature_recovered_l-bfgs-b,color_preference_recovered_l-bfgs-b
52.736543801041535,6.472221194484042,5.184791063120167, 0.5162575258700208
0.843886844278561,0.06425031340472447,55.2167459107455, 6.755988980724295
5.747934046116249,0.5852556660709834,89.5132271173457, 10.43936813761538
43.7043361775117,5.415506245601124,86.57531202857409, 10.13944269635509
0.7528963784264242,0.05784045088037546,45.603734327584455, 5.640866860696851
20.511333464305675,2.5173109825129694,90.39460424319918, 10.528840747916623
70.14556819319782,8.411089159674654,2.412185994714377, 1.3266808277792828
1.5327737916392783,0.11947402817924825,1.3233620959342152, 0.13332575689848597
42.68774618181611,5.2941780114654415,34.18096861767028, 4.258782106861345
6.570435770161451,0.6879364713647768,7.254048413476423, 0.685040484451973
3.143645730087062,0.27970269676545456,3.0794926354373815, 0.285473055191642
0.15860677556302072,0.022662781300283732,0.1693478356547037, 0.08863244373897491
2.957333007004632,0.25960098957240646,5.255381901903467, 0.2259537278260539
0.2356859022572646,0.0264811311894278,0.3949294360795969, 0.06179522844284134
9.069247201869178,1.009024758965709,5.033600102664716, 182.173731279566
7.5716994129544375,0.8152698416695925,36.2221362326241, 4.510566450951512
18.440672704212847,2.2457742415261763,44.375851592363894, 5.495377282243366
5.564215301865708,0.5626155813013047,4.1093387270322355, 0.5716264461095475
4.026882121429444,0.3788815425947548,27.15504494680883, 3.375549647524764
1.9616141168750718,0.1586470650779375,44.50778705741922, 5.511044490570361
14.445827802682347,1.7181846171960538,9.25761418248271, 1.0336000465249817
0.34236966038053973,0.03216467834408656,0.3351963804066188, 0.13877885409684326
86.91357562441739,10.174108768522188,81.66514591654193, 9.632224998885535
11.103670238122202,1.276003650926815,9.932528933075957, 1.121931491835807
0.03272814726171824,0.01698289852456568,0.08615321536183429, 0.001
4.511359509536729,0.4355117571600188,12.807100799447673, 0.4129217328747082
25.950661575834697,3.2215747649678725,3.425011938638974, 1.324691953379912
0.8019563051101652,0.061267086345943945,0.7569900156075752, 0.07416812424762544
7.771158177273712,0.8408783968901469,5.34636102945547, 1.5360606685862856
0.8354233977517842,0.06364418276388947,0.8053678766542296, 0.05903728822562092
58.73429965216526,7.153965506122114,50.136499513317055, 6.171848970804238
6.2633815937517285,0.6493707021174605,73.98611012039422, 8.82327349078649
7.0001274003758684,0.7423102222632337,1.9437695189862347, 1.1582610898850167
0.5059903111491149,0.0417155901296486,0.4992469400797234, 0.051276850072066706
0.17470838823996715,0.023439718199188758,0.1564610001284422, 0.001
1.7514424889794538,0.13905911016588937,2.2953402265696816, 0.11009398695812998
39.774590714368905,4.943698987382145,0.3071948850929491, 0.03024124994276457
2.6934529194879357,0.231714505960972,49.36678270176543, 6.082346597867117
6.818202106882675,0.7192350558654773,3.91175542636126, 0.7759765662452331
5.070392647895074,0.5023945087274682,22.952697017003345, 0.46589609695816964
10.090600073955736,1.1426747140956248,8.257195172768691, 0.90369264697128
73.15319536585754,8.734324382952707,18.090398931554876, 2.19968449426481
26.577788752900535,3.3018425736302386,20.9673700828037, 2.57688139654899
23.244620170823282,2.8729632798034888,31.60838554601051, 3.938368855506059
14.374931403548405,1.7087956529933859,4.915436496673285, 1.4493442114142037
43.29489192149687,5.3666999028535045,5.926527125312049, 2.4772589313482682
42.08892252924792,5.222474641795753,5.913087888665244, 1.6058351544708296
7.811603465430213,0.8460796904880251,9.963128914259446, 1.1259455542165502
0.5841642190119829,0.0466094100062623,0.602944685473489, 0.056640039355882923
8.016644666038573,0.8724901146580628,18.07955215143018, 2.1982565947753847
6.60534432499607,0.692336903335869,9.54835075259021, 0.6733319134942914
7.148710917131435,0.7612115710515911,77.6258003433833, 9.209159781343969
8.705389895207642,0.9616659959821843,57.70885620922763, 7.038479282384597
8.528421908886989,0.9386904821742308,18.94956957585532, 2.3126597095953585
25.096569215523424,3.1119368211068172,4.857778490871327, 9.072763598970186
20.810284900558557,2.5563719485222918,10.578971636246498, 1.206872852143827
44.32560986699147,5.489408938263994,34.83900058390091, 4.340187203004534
17.144343483121055,2.0750039855272138,5.002317996140572, 2.4431364277905487
