inverse_temperature,color_preference,inverse_temperature_recovered_powell,color_preference_recovered_powell
0.3991173618726547,0.03536682459883348,935609.047184427, 936612.1745193027
84.91439458053094,9.968716384989138,935799.7399791994, 938818.5709944252
1.6277280655179456,0.12787334582506418,1.605729816897781, 0.13671408202710483
77.36206898551762,9.181349767907108,2.7167506910275767, 142167.84940973323
0.0913449369205439,0.01953929304995884,935696.9873994561, 937727.2755397736
8.099990921258682,0.8832448689241503,935915.7918364679, 940087.7511451232
15.934455172538101,1.915194927642854,3279383594.057183, 6188231704679.241
11.271879689554957,1.2981944796805172,4184509016.4530425, 6174499559778.102
65.09670656077814,7.861054912879664,65476.99011451959, 58463.298584610144
0.37360586930715445,0.03391235154595465,0.34804305701562527, 0.0010009210859210987
2.6261065343566528,0.22471547419101015,2.3506505097561625, 0.19818041872845243
6.711038777314797,0.7056791869086955,0.00029449220744549013, 1890.7421529994901
3.4396900067378535,0.31227663796060545,5.2774648221076905, 0.3166881005426873
1.4188914733113047,0.10962615992276564,1.5119575518994242, 0.05851066377847041
6.163823134547501,0.6369230756043962,5.157772088164303, 0.6202013730278231
2.415596292436303,0.20317292827971647,2.6343591581025847, 0.14792208569874646
84.12750994298015,9.887532841582933,902720.0109197032, 758760.3063843804
4.096742673429575,0.38696166002711857,113.2335893995747, 0.35796397254846557
51.75671217645141,6.359377424513121,2.239565797583421, 595704.7377606345
2.676499958746202,0.22994794882786104,2.413857762010086, 0.2633519933107978
29.655858761760268,3.692877834198386,11.157207318980541, 82209.03963662697
0.49219703883509336,0.04087358779246264,0.5238978799140491, 0.001000000022794028
0.5841642190119829,0.0466094100062623,935606.649412183, 936550.5962293758
7.730898533119516,0.8357037765271317,935663.5245398235, 937359.5759177285
2.0305292600320595,0.1652199427387851,2.055097991966178, 0.18334850044672069
39.96260922202494,4.966446029684762,66285.57989670722, 67788.49532399852
37.58456304623956,4.677436106217297,6448243431.737172, 4941607722896.254
19.16950800977189,2.341537558312602,4952566935.973471, 4952085532536.964
48.69397032428532,6.003891959507339,3172604380.381485, 6220122379654.735
14.23411335572396,1.690145949618554,3331155677.9587417, 6180134396290.729
1.2784649788326536,0.09784357252249094,1.5789595793288944, 0.08188459679167927
0.3863029323051368,0.03463322572991344,0.5718838449661657, 0.12191874635912897
50.32036190307799,6.193188856845689,6145140435895.803, 6145125234746.697
26.96104809709872,3.3507981877688744,3837710067.705961, 6410279717278.355
1.7514424889794538,0.13905911016588937,935763.3416057308, 938431.7607020001
60.973752329639055,7.404682380921611,938496.1330354274, 935008.3349734285
0.34236966038053973,0.03216467834408656,0.37079059807272746, 0.01583803497473332
74.87869972683022,8.918327478309044,65221.781260654716, 69821.97647218511
11.849644390744855,1.3745006861722402,3172082185.8660707, 6230183492825.373
12.959026922056538,1.5212753483467416,5417019150.454914, 6176887794573.821
26.832706796689347,3.3344128983783596,2702387886.8075776, 6559555.636953272
84.52004723396306,9.928055462131482,817411639011207.9, 814020211008656.6
14.374931403548405,1.7087956529933859,3225797012.1588664, 6183243371508.651
18.710847355927964,2.28129543961035,4121638216.678076, 6185178038050.549
1.7012727130086587,0.1344908392020238,935626.122621388, 936900.0993881117
10.090600073955736,1.1426747140956248,937692.8747398742, 932801.064129586
0.06163206184130021,0.018223769879672756,935707.1470162983, 937836.1499272203
74.18373139906758,8.84434245892936,935618.7389327179, 936790.6867304273
0.19103377134210575,0.02423872552989822,0.20732807222014416, 0.06432803353527489
0.4990778107927054,0.04129280052294084,0.6686541490088088, 0.10412986828817677
91.90347696892465,10.681480991395745,202823121672461.1, 1.80416000178084e+19
20.119096016108976,2.4660044778176724,193376716876242.6, 2446579.4948124746
1.1860512514338497,0.09032089413447389,2.139280837809565e-06, 33.52129912773759
11.159482300866722,1.2833651906572077,146668334.3503913, 141052229.46465024
9.115678197225508,1.015078889914445,3943541.6364592942, 3945424.2765120496
6.9268547272628185,0.7330072367798462,8.840455037334447, 0.6968752634077027
6.432396516892826,0.6705670745921125,5.486168078933787, 0.689269042572221
0.41856144447739974,0.036491473893602355,0.3962609349553344, 0.0527596594379098
19.82961863811211,2.4280990770430684,6391220393866.768, 4289547443170.464
8.05822193375535,0.8778537670232271,3094974711.645324, 4887043569101.303
4.665611008252436,0.4538144141808387,3.8129831376643035, 0.4667418711998249
40.15149471469791,4.989280225286977,2137016.761855927, 2175206.5940084686
0.28201205186378053,0.02889381169050312,0.26844340025801167, 0.0010000640373205492
17.39650253932951,2.1082624899879363,2.324995005681442, 113547.32135351303
7.30005402262185,0.7805122979569348,935717.447641031, 937945.8737785509
2.058542259824543,0.16791185993605492,935782.6488545709, 938636.5199982388
28.277464734765612,3.518374794278746,125521.72481518406, 128457.22810814135
2.247046525526279,0.1863155613301206,2.1258463660096987, 0.1915103711185661
15.397786017007338,1.844207228031428,399772.97016411554, 404041.02031280956
3.867575397027995,0.3605732119520833,4.14682350913898, 0.3658919382731834
0.06652742614662133,0.018437745232096063,0.06220704278174318, 0.024084242906419272
64.19072548588517,7.761338822661373,44413.11731302537, 37012.03590739002
0.9042338444520548,0.06862942173916478,935817.8826776932, 939012.9083431214
24.03810167007841,2.9755586952138118,936198.3574148172, 943489.5273771285
1.8284496460739526,0.14615350904451985,2.5890569392361673, 0.11392555378327571
3.279259577741743,0.29453212418107666,2.260281807816488, 0.2609256682973419
17.48133191205737,2.1194468809459406,13.365702395940453, 112773.15226475913
1.6765319229457178,0.13225403587821896,1.5675209227837403, 0.11062228793400805
0.32396993108847605,0.031152585648524477,938011.4444037543, 933755.551592232
1.320782097350472,0.10135067572062431,935622.9414856391, 936854.5207874484
29.235661912054784,3.639786236900636,7827645.672860971, 7789562.803554935
31.997536542162322,3.9870587507808777,25.808405047211444, 1.099403302408489
7.224034340086339,0.7708115940482615,708970438.3513032, 4605778311029.424
8.528421908886989,0.9386904821742308,6225874706276.24, 6849678396823.048
0.6973454079606856,0.05404604005034956,935618.2305216589, 936782.609582849
62.124768758107905,7.532760295423687,936199.4318435277, 943503.3015014087
66.9466160122538,8.063692173893335,1502289734.7392585, 4801812684187.661
18.08619166446788,2.1991306428535826,3572244318.8504987, 4911403403067.43
46.241717072476824,5.716178580938376,6379060666781.447, 6145085682766.426
97.17660095852473,11.209765343102703,5425260418.884908, 6171408921725.633
1.5444528383247556,0.12049808520836891,55.04774719302469, 6.606086098362596
