inverse_temperature,inverse_temperature_recovered_cobyla
41.10906752380506,78.57191519073778
7.454207969705793,62.77912593668686
13.349711075324755,53.53828617792831
30.95181290415621,31.61000761820769
3.2012315996189606,12.213723573133741
3.4193118153731925,28.670350690982552
1.8284496460739526,1.7881105505715693
1.299526197353456,1.1846435673915334
3.3188153409030567,12.145037610216388
15.24759970690615,12.589038477974452
37.7624829673329,12.56295993136483
14.878124422662554,12.229726517799966
1.9076120734557755,2.06299516894069
74.87869972683022,21.217987309682957
0.9130145875420357,0.8908790023036084
72.81283196139164,5.472768278612345
26.832706796689347,12.255622275453456
43.7043361775117,61.028381312305484
0.14799516761182674,0.1452816480051604
23.9231767031401,3.2124668298037333
14.445827802682347,3.232460446836683
1.0496906107066404,1.0415679036197392
42.68774618181611,12.273830158341484
60.68929260775693,12.575152170348197
68.52769666109205,12.124011756046395
78.81745978211461,12.79239428060901
35.51216307475026,47.76378257318801
4.41086543306758,12.591336484472299
73.49512824332727,73.72021628702815
72.13678478899267,12.484387011604289
12.767691908962114,12.777442137531322
16.488688515221902,62.043035888322066
93.62894015670012,12.184460840408159
11.968421361618788,76.55775908225182
31.997536542162322,12.549452616627661
51.5145586984224,12.244179227144812
6.000915650571102,17.17802067849998
10.348672281080418,12.839842763626013
67.89089677844116,34.888537299876226
37.40745977815444,12.180331005773725
4.562304311434243,15.242301354553856
3.3990271599722277,17.351027270121158
2.173207714895005,12.58806730093809
6.065629313380141,26.060853525753352
9.115678197225508,20.59628323917789
12.516651946660824,46.91831410889251
98.54099967939801,13.720694627904054
5.59448400458882,12.24477023389579
1.3638851566381893,1.2858919487559193
9.543311138932282,61.1754348945363
5.655440775898834,75.39486400674207
0.4316740588229713,0.3591781939831052
2.3533163423793537,20.802808484047105
0.5059903111491149,0.48081255784740945
46.241717072476824,14.196893135441513
3.1246263829013525,12.512771440051306
98.08410617173911,12.12525009728149
3.298991964642103,83.28365711666225
3.9352220010112067,6.166206564171176
0.20204321092398736,0.20671938692018973
0.16931647297180707,0.16824877412415842
4.613720026694584,2.2970543281436178
4.215341092100114,12.216663252792005
35.17775042658409,12.482071782316202
1.0215957025136202,0.9525873908104623
2.384313056795571,7.125396248261205
3.220604186365721,12.171782737373809
12.959026922056538,12.507143487545918
4.639605835560495,3.886496877296456
0.8781326978895121,0.9109828231606519
12.088296259282046,12.218223077271585
32.45611624659835,76.52164169993681
0.32396993108847605,0.3332166775504863
3.6061350095358797,10.225181386350517
32.921069013006814,12.801084637984657
35.84966689961856,43.15829984285548
2.3687790490147047,1.9261557839751167
15.322520126617647,5.1566454232843535
1.5327737916392783,1.5902042582508962
9.989021952361282,19.760639546589694
88.13534505784914,12.53302097489702
7.650932772302957,12.16677608540005
2.016619121012575,1.7947235500042933
40.15149471469791,10.360579365764226
47.119120657308535,24.278012826375605
1.5095762727978457,1.4476705408401416
1.1760172691812443,2.1568917212267853
0.17470838823996715,0.20253241500117156
65.40148961097702,3.926451522729661
1.4300453894396066,1.6875837868546106
11.499800940082743,12.181903743163486
4.665611008252436,12.309152333960254
91.90347696892465,12.51784373554009
37.94122330715912,43.36596418081687
29.797218091536912,20.79804280884696
31.099148096831186,97.89769740766727
16.24897277681488,49.909506488304146
56.04843779172506,80.74593934938235
48.0128199464114,12.201319992552962
61.25952374322576,41.59177250038483
1.3967369955949183,1.6958314718798735
36.70713852470456,24.12017073893908
0.643554901123981,0.6775000398036224
22.048218509519362,42.3839757048623
13.549134636997515,15.717173820538536
2.6596248121486252,12.49274853390448
2.9030902315631852,29.89853162609698
76.64435563198172,24.080911712213673
2.292172004334775,45.07041765219844
16.569331804532332,12.528633581310016
97.62930980674521,12.236833814461768
21.942427112667612,34.60205554864814
15.85672596900395,12.58227765306424
29.939229252999965,31.924972538573662
4.744348226053354,97.24711032984631
15.934455172538101,47.64523943248647
70.80320935618435,56.82449856608574
33.5510729459222,13.0010576321711
18.262616782742565,48.41306777285288
0.36102509792554116,0.3325668078645738
6.163823134547501,31.766299185532574
35.34457212917844,54.11269076376242
2.002772829575786,1.870779813553357
11.103670238122202,14.202679658981138
7.975258238113913,26.136734888209347
18.710847355927964,70.28989108129687
25.950661575834697,12.657758098288904
0.6587472649501049,0.6303468930424343
0.06163206184130021,0.0829078476213253
67.25992930661387,59.57697925159162
2.4471686977890936,12.150180743253049
11.159482300866722,12.17481439393348
89.37409390018179,11.467998053958638
0.4717436403597426,0.46535626754257725
0.5410338832655883,0.5356331277909679
0.810265429234097,0.7614895581004579
72.47403082604345,12.510924832731499
77.36206898551762,12.732700775884684
41.89114423669473,12.256366738045616
23.581557164222602,12.541915020630123
24.26954386274699,0.045747938953385914
0.6061799703516149,75.35948032315666
15.779353542763225,92.08936021799359
1.8545947027785634,1.8891859756059746
42.88919774015305,35.17061825261296
17.144343483121055,58.43107024267498
59.28645961505653,12.491894505125302
82.19168486724527,12.276790208094212
0.3863029323051368,0.35900240479025347
13.956334678818434,11.173042500008362
3.240066103373943,12.523444101106152
19.16950800977189,87.21398160511748
15.54936058926102,91.95660998610369
80.6747684827888,40.4558475035838
3.338730126091874,12.76235932022892
10.29658183892619,18.98077128282177
3.5221467879229467,83.51576993691799
1.1265339846621183,1.0955913416077374
2.1441445012763833,2.0830356872724822
26.70495458326033,14.868762926942676
20.71017562294079,64.77865418384638
0.37360586930715445,0.4055041417721677
66.32429714968548,13.717743919346981
2.676499958746202,12.513454726729043
0.7690994511149831,0.7783465603465802
2.232142571564017,31.96569681862912
0.11161409772333508,69.21006066689674
5.211647369759455,7.375000230758371
0.392695408696061,0.3793633084259361
60.973752329639055,3.363932397330793
5.810309248206048,18.18723601734391
10.244730492068447,70.25419123314789
82.96067551242973,7.6185738973896475
0.34236966038053973,0.31866547253330646
36.361781170143026,6.335206311288065
0.45826403118986603,0.49438112885587376
91.47704971178689,17.622029336227108
14.951341129587677,15.156903373638755
11.32846739442066,24.202768896789173
24.503125414431402,12.278515456844929
43.29489192149687,8.546180153598852
0.4785300982509113,0.49435373209002637
11.557439628235752,24.787189098716933
1.3857359651011505,1.600001159859415
39.96260922202494,11.0279481204061
1.331483614616344,1.4273848223863983
0.06652742614662133,0.056496484375
17.39650253932951,17.42461436105472
19.92566751911294,32.19128558561792
97.17660095852473,12.518036432462592
0.13748075072293697,0.12802335182140928
2.0868142005775128,7.275940339432413
23.356416199265063,12.204400649212559
13.819350532561101,19.561748351456874
22.80254399901917,60.70993265158075
1.20625823443857,1.2318979429982324
79.18551153714645,12.595039677818251
9.446745602916458,19.28377800508008
10.141740699487029,29.066731225047963
0.0763859788955914,0.08446691239173648
1.5679727421818206,1.7010351216891424
44.955517640549964,11.945094934943924
31.395859777142064,67.64291685409279
2.6934529194879357,55.23078766823327
4.691736095177118,35.56708897877215
9.398795007106598,12.111255606665154
1.7641298538705752,1.9453004233733031
6.640413849058566,64.56172488775638
15.173023172161315,3.440892081888813
1.0973857918781245,1.0607433402847322
2.058542259824543,1.8124130919709096
2.642827122528032,17.68085366418401
0.3991173618726547,0.4334160089813476
21.627957514139663,3.23811624037954
57.91552746482361,12.739473352115548
24.153556575402323,12.575057283420731
0.5768929001678558,88.34530330876922
52.736543801041535,62.460901765168266
40.72339317321632,12.161287119122786
18.440672704212847,90.14452526329208
0.142725866111993,69.94829411614859
0.3485595530525598,5.516380281314752
38.30118039281053,98.82231176491914
1.6520177322520255,1.8047408743130129
34.51808567207842,12.184273147782847
33.23462180121258,24.34120398416371
1.2164316628771,1.2432930729492073
0.6740800609081081,0.688095963489506
13.088058581122814,12.49929748072477
37.05568822445454,24.51469335759814
1.9344888759617103,1.681718480669664
48.46587484117697,3.8889620663324034
1.4638166830945587,1.5336118410805837
0.9575293922934969,0.9914561391166943
6.230042648949861,12.147273907503228
8.616498828148782,63.35415090538765
27.876161396812552,3.693232455353601
0.7448505784296262,0.8370760349309367
96.27740752954928,12.617298563676048
46.89825373922061,17.591368606688437
43.91047540359809,13.928499140830537
6.746595676304775,12.258465351163393
3.5429991686720967,12.247288000879891
21.11339098214693,69.48306751738144
83.34783233326026,12.11953674608541
9.888374178513372,12.129976229706392
3.867575397027995,14.148439054623667
5.327014083919651,47.87237115016991
36.01958692227735,38.961064649701065
0.8954934050010079,0.9299757649245124
16.09099049971363,32.674470582450915
19.26251300944727,16.37433404407559
6.3305213867119665,12.491808307784133
20.610525847228235,12.641661845390214
4.312203764625508,12.511459753839008
28.548093903193678,36.0088447033776
0.598807599138256,0.579186051696653
9.162323293724318,20.636421384014486
49.384586916055625,38.90496565101273
2.8495909565252644,63.26456978345021
1.1461908138690466,1.1241920071051357
1.320782097350472,1.3869828020748405
0.28201205186378053,0.30064715909564754
92.76223953405626,8.013587012127795
15.625672479242983,12.116565621017594
46.02487743965627,45.420784126557464
2.8319213216929477,28.857478794456068
9.25625974372752,27.007110702817002
56.84126230174992,37.473608109557595
48.92311759409673,21.40992701115662
0.35477798836258945,0.33898873296175064
29.096880126942303,23.89027703478345
0.636010978858552,0.6353282846132403
