inverse_temperature,inverse_temperature_recovered_tnc
0.11161409772333508,0.1206880982621498
10.039694184059595,70.46779180053143
1.5561857390622342,1.7185726005658375
34.846400643223376,5.310296827629447
0.19103377134210575,0.21500311471627775
0.5129346862093145,0.531507449892152
0.5624502354169345,0.6632975486969488
8.528421908886989,9.756574966496522
1.331483614616344,1.3572315435924704
68.84830058471091,18.16445246371523
8.099990921258682,80.83651441581962
37.58456304623956,16.425105467923846
15.024895451084294,15.945870492108615
2.016619121012575,1.939392512521339
3.867575397027995,18.488443356894415
50.557008738480405,14.579582172616814
7.415403128020483,21.30582962692375
27.21950883690142,15.459246409622121
1.299526197353456,1.5027674006316531
56.57577072234462,3.802706468021139
2.1586426813102695,46.83161361008565
18.801737394051433,58.13828334835173
50.08480127740876,14.781675937502298
7.454207969705793,13.526330862276266
74.87869972683022,88.17820565170005
24.503125414431402,5.621521833641512
26.577788752900535,23.907602972457394
11.968421361618788,50.350552610842804
2.1878399103035773,96.81396499702817
37.40745977815444,23.384714873249074
80.6747684827888,8.873239328466548
46.45955658937837,11.697535770498249
0.04708037528119302,0.06361300771991057
0.8019563051101652,0.8306326962742484
1.7262421970347437,1.5505632246498846
10.401002921039831,11.734538784449779
43.0915782255669,15.642679041943973
42.88919774015305,6.425824637320156
9.838396506125651,37.49882974807964
21.627957514139663,37.0026976762474
0.6135863368107664,0.5744881506548511
36.70713852470456,74.72849954146425
10.937766417144363,5.945970859949789
10.559447129234723,6.33309453808064
0.15328876674866998,57.71263972663647
4.959705166539568,6.522444987074967
13.415880010791895,8.718431202648762
1.948020298583621,2.0755617196347855
33.71039376458385,85.9694284583006
15.779353542763225,41.84393476577407
85.70855286479392,6.570648505986515
10.29658183892619,10.179056204703683
89.37409390018179,80.73407421518718
26.832706796689347,6.170308468308889
0.3991173618726547,0.4724795492874535
39.774590714368905,32.72932884490256
0.9396005014030884,0.9076226036788878
95.386449757694,3.2035976186650044
3.7788200738955,7.666629185652376
1.6036608663423881,1.42662213553041
2.6094626937385854,50.64340197117934
0.2879236254336299,0.35502831784350797
0.6511336096860072,85.46307807527405
44.32560986699147,21.09379646677447
24.153556575402323,30.18501283732934
1.0309176209047357,1.0452674095200176
92.76223953405626,6.4407326071675435
14.164188726580317,11.320590557286389
36.881012493497,40.097143756334425
3.1627527786871052,75.32291403727203
2.939168835815193,3.9883532062497613
2.527382430881737,2.072122850774176
3.713317255789323,44.55648496926391
0.6895545870964226,0.6346953612767658
53.23326290888852,17.28374636073461
0.49219703883509336,0.47041934362002796
0.4055689277573429,0.3833687386084698
35.17775042658409,8.872392156030237
14.23411335572396,19.727411788999692
8.660842124472964,7.080280497764109
57.91552746482361,8.227154984245095
38.6644647777224,6.646897020835086
93.62894015670012,46.00531918048708
15.173023172161315,6.189322497830726
7.771158177273712,70.07053195045043
51.9999822649666,29.232037460448236
0.392695408696061,0.38516668378559954
0.35477798836258945,0.37780322028474883
97.62930980674521,47.505108323370806
1.7388133591338586,1.5947858581475374
39.58743521226579,34.170222174628826
6.711038777314797,63.0718585230032
2.1010480209356293,27.848941080405893
63.00203842224474,11.60293998626825
70.14556819319782,20.5722742296476
0.5696549567005351,0.5809550110805574
23.02256519099343,41.3217869339285
72.13678478899267,5.941560940830333
0.4449078809284497,0.4204826584803422
0.7051721536125832,0.6584433671601244
6.230042648949861,25.848938004100845
34.19277771749146,44.67427559771474
73.83863783090533,90.64360408225166
4.851035959658134,12.706987814733239
10.720093298720597,6.228246207489166
7.148710917131435,7.067028428001619
2.710484053187955,11.33412595381053
17.65216594881959,77.31088582965428
33.5510729459222,6.221638063530064
11.557439628235752,77.23327943039101
1.4077887536937914,1.5452324624217848
1.5798140971587147,1.7948465258869448
1.087758784369143,1.0809064888850966
34.3550575449719,2.702755423822394
0.810265429234097,0.8918384194388269
16.488688515221902,3.0827761682733463
0.9756240106769267,1.038462670895545
52.24437411284708,40.97600369844731
29.096880126942303,10.009802999814658
19.16950800977189,38.17859961212136
1.7896803641540675,1.9965472710158974
3.2012315996189606,9.45188579313168
15.098788943950062,25.64538140578163
4.639605835560495,24.978869346880277
13.349711075324755,17.159095437664067
13.819350532561101,6.735333489211705
1.486591218599791,1.4348842943749105
0.142725866111993,0.13262559583189312
10.828429151297543,6.766921361692644
19.544109098147135,9.11970279211701
3.220604186365721,2.0578804799215713
8.05822193375535,4.267975707052696
30.95181290415621,11.441367647013413
64.49133090470427,34.317808471972526
0.9042338444520548,0.8333248451186244
11.499800940082743,12.907198257222317
2.044503541046201,17.37262215525457
1.2472342828110503,1.1609800266610073
0.7448505784296262,0.6850851934677559
15.85672596900395,84.18043860923122
12.831177055992146,6.451779231910955
4.215341092100114,30.0128011748026
5.211647369759455,6.050403397486403
33.077484777388136,37.6172806446867
2.415596292436303,30.734332649421685
21.83712129866659,14.13994195835625
78.45109738581834,24.88293123031285
16.012542798525892,87.09595643344953
47.563914553465594,12.417123732798112
2.3999186945035498,75.75856759556687
7.690823680861062,12.661415524824175
6.0982101205906565,6.07890224577261
3.378835611204586,7.020303045143535
0.04227427300169162,71.58341826083394
1.3967369955949183,1.2922914709190108
9.543311138932282,24.51847763506681
94.06529014323884,50.36238013240237
11.385316034727634,10.41720213770921
5.6248922813999815,25.452346221406536
38.84736430764594,42.58414064790857
86.10838061106992,13.959137066583754
29.51514827176048,6.61985149810728
4.4608813079356135,6.122839257463487
2.2173070267982253,10.897437229641644
5.779049906922795,21.055054433362965
3.3990271599722277,7.558229938422808
25.950661575834697,21.909572436511812
16.09099049971363,17.45225056420606
0.7130349897073645,0.7330142523433109
31.846077743643022,23.110808054721897
24.386065987015623,14.725045048405073
3.338730126091874,9.843674598667384
8.840269504292825,23.388323937332245
90.20947586037609,10.012948959943062
2.384313056795571,5.861224377988686
0.48534784964282696,0.48264595921508496
