inverse_temperature,inverse_temperature_recovered_slsqp
1.7012727130086587,1.8813915682300801
2.479032945823049,16.818703849087516
3.0308311434375605,79.27065012349051
3.980841218325323,29.804349874739845
1.9616141168750718,1.9496411174029833
2.8319213216929477,29.739267543704003
15.54936058926102,39.85761592979107
0.15860677556302072,0.1295582594608371
0.29386245826521606,0.2696594865641385
10.193117143059025,85.19813110081705
1.5561857390622342,1.3518739281960959
28.412468057446244,3.211485265949135
10.090600073955736,26.251245770149065
4.744348226053354,4.985921591606456
7.771158177273712,4.850344348145729
0.6061799703516149,0.6511474435154876
3.7568852744353274,70.88386618630685
11.673515575212802,6.111098866419965
41.10906752380506,5.054520080180042
10.774136623570904,7.517052514564591
1.8677577199070252,9.82725850006924
1.1265339846621183,1.149594229429922
9.739128301443603,3.547333273857014
1.948020298583621,1.7560814567470788
6.60534432499607,24.625694028426555
71.1343060522281,5.048558401274386
43.91047540359809,4.371381083486977
7.2619567480478775,29.615756869494223
0.7130349897073645,0.713708786633122
70.80320935618435,12.023765436707784
72.13678478899267,10.707563646357048
1.0030800322419111,1.0566137404731202
8.311742740475271,68.53302555692268
0.5768929001678558,0.5842850234753404
3.6916831144742615,7.113841911799328
26.96104809709872,11.286112573603187
0.5199110829529336,0.5280421377402523
0.037490230747061704,0.013588956686552701
4.073348608218274,7.993847433086755
82.57529574264808,3.699279924586771
30.08189525185517,10.287511866289165
96.27740752954928,4.090040602089235
2.6261065343566528,4.207092194497509
53.48334162160639,36.579759710236836
4.386029543382457,3.994497319842246
62.415847702374265,14.290639569196273
33.71039376458385,21.13086745990392
2.9755809362478023,5.0134819481804005
7.975258238113913,5.037159455804337
4.511359509536729,17.929470196542177
2.642827122528032,5.570101777883444
86.91357562441739,4.5498481625014735
0.25863585639849895,0.2802275721457043
32.7653711974855,83.92063023738297
1.9076120734557755,1.6072298592147387
15.779353542763225,11.667303271754186
55.00821712385413,43.38455594488775
4.050061921841296,7.543659871478795
0.9485443261069915,0.9639985889172543
79.92671431900857,26.202037459991576
65.40148961097702,62.92559287815668
3.9352220010112067,53.33506356272146
0.7609792789625973,0.7260386071664182
6.466668549473196,96.15459536835687
4.1202446126170935,10.463043756852503
93.62894015670012,95.51974573856235
4.770836383555289,3.9540452461937643
55.52593467087139,9.009892114887556
28.14308107776889,12.513951580953828
28.684345142566674,13.314612512302844
8.1419525126008,65.55394337580344
95.83090391711536,62.62104322661101
4.851035959658134,11.555300783332243
0.2702701826031997,0.22889694300260024
4.435815845224494,91.21420450706297
20.71017562294079,4.953812434246352
37.94122330715912,3.9857042330458623
0.5914690671324021,0.6404921295410742
2.9030902315631852,7.036330478699242
0.8523893171832291,0.8252510048834366
31.54524254476324,12.425141509008157
69.49395032503521,5.127070065333509
20.511333464305675,5.003446184628187
2.4471686977890936,2.026996816473294
9.591928122974666,45.20801276932621
3.6061350095358797,21.641330082349377
0.41856144447739974,2.5391834442566954
0.09637731229900393,49.581001251540734
3.713317255789323,8.076195308387074
0.317892904860106,0.3275380919892458
28.548093903193678,4.509354560380496
21.942427112667612,4.672941505088448
76.28796779070159,13.375976932713316
27.876161396812552,71.42845379551244
29.51514827176048,4.708378370631292
40.53188266478523,58.09894368367255
0.29982867605558794,0.3077543430653078
23.9231767031401,4.105274944444642
25.33779545862898,24.7075630442498
64.19072548588517,78.08558416884264
9.689835668110119,55.67403835613583
1.8942661247167512,1.474139900692429
0.0763859788955914,0.06195679649056966
10.29658183892619,32.72705229468057
1.5679727421818206,1.5078941217475972
26.32520548774189,3.978722550170669
1.2164316628771,1.208978341399379
4.143854923205911,4.087069451220892
23.13333728651047,4.724807873910463
84.91439458053094,5.066512714977512
18.9847767307198,17.276628727144097
9.023029324930393,5.115840381664535
17.312062533694437,8.385313097529538
42.88919774015305,28.21161493690931
91.47704971178689,14.673519935509994
4.639605835560495,35.784231937187855
15.85672596900395,94.8118669135139
0.1801251665378809,0.18981992016975896
7.11130830789687,13.213861978927019
4.959705166539568,5.900895368484699
16.813499697967845,4.394435981378492
92.76223953405626,85.13808956903199
0.6587472649501049,0.6355716762890763
25.216904893034368,4.7697178236197475
9.115678197225508,23.857345990819198
12.392853765693859,4.950285012584044
2.7793975519232634,5.075290338252379
30.51385253811184,15.063994626137296
68.52769666109205,5.145785568087175
71.80108671233322,7.674402695466948
12.704498158960478,11.541178275141009
36.53406263798633,5.154034378349783
49.616918735329634,5.121682153583209
2.1153474758375896,2.0680165157286123
15.024895451084294,4.998262229883627
14.374931403548405,54.28229800783939
25.459243470989684,16.199509785035666
80.6747684827888,4.973718667988481
3.867575397027995,23.103863179787048
3.4396900067378535,28.58848453837153
10.992813469418197,8.43780391358188
12.767691908962114,82.20301999345435
84.12750994298015,5.222523784030669
19.734010621783003,20.542312509982107
0.8954934050010079,0.8465291899111808
8.75014308321877,6.402316451996765
83.73677439942138,16.837258319358593
0.6663960280614059,0.6721476686433006
5.474240246458906,4.9893059702199345
4.312203764625508,87.01464093369275
63.59364765456145,14.121391885600447
1.0973857918781245,1.1530936970147043
0.9218358201178205,0.9742181166381143
0.392695408696061,0.42027234787573414
32.610388035436586,15.1015830284407
52.9843320582638,5.110178498339697
73.83863783090533,75.55039811501148
13.616223148107235,6.58352891272135
5.385498470312941,83.01687866792774
31.395859777142064,5.065967270848075
0.5841642190119829,0.6154026240800267
1.475177756934357,1.5951650974564162
6.296874270045159,38.5938472604475
10.348672281080418,5.111208316753081
14.660484528328325,3.662701670115713
32.14969374271998,12.090566714434829
1.087758784369143,0.9961754070253135
7.730898533119516,19.398749918120135
14.23411335572396,69.88448665911008
80.29988103360184,56.0047820390023
31.846077743643022,4.95834683875259
1.3530349161905568,1.3987128472524204
19.544109098147135,47.897193358224
48.0128199464114,13.590161333804506
35.17775042658409,57.27784253903067
0.7772570667492842,0.8204821109143576
3.1819479331074776,18.623611964784768
27.21950883690142,9.74993272585624
1.7641298538705752,1.9484938782366945
26.577788752900535,5.119540348428606
78.81745978211461,4.386446084979374
34.68186554934671,91.9510305499152
50.32036190307799,40.2257236141841
72.47403082604345,7.005694405760542
2.4313461824145497,43.42774806458624
22.048218509519362,77.72989151730016
25.581251500597446,7.3096029356340955
7.934061774026112,4.990919921685194
0.8781326978895121,0.9723238233289342
2.576403847693255,43.373114873940146
0.3991173618726547,0.41711741342614533
4.987186371178317,20.51458506863795
24.620724622589638,14.250666586242069
81.80983476699043,23.28563038628673
85.70855286479392,21.654037571962057
25.096569215523424,4.687332662173614
2.262019204131341,5.031735532378562
0.9306977288832501,1.0176686880979273
3.279259577741743,6.207507986544102
8.184107595910463,4.030082237312022
57.10797810755894,5.068697572994786
26.199782706948007,13.595005927279072
0.8609309964229928,0.8831140511861596
0.4251026703029981,0.4498184291667494
46.89825373922061,14.37824593572867
2.8495909565252644,27.815779897320546
1.8284496460739526,20.236187852830852
12.088296259282046,8.233585693489468
27.48035868435802,57.35678752607454
4.824179685844764,59.658302761136326
43.499143131133906,65.42325419591704
1.521148351815531,1.5917004177058107
8.660842124472964,23.209458793112812
27.611686416740493,11.488307942230145
4.263549618200662,4.724178941368027
0.33007497950866793,0.31466746276631313
88.54636315180338,5.045992271974838
2.1878399103035773,4.138551401284641
0.412050242899312,0.368105586301395
3.4193118153731925,61.58214486430755
47.34100602996831,10.101228438047974
0.7051721536125832,0.6446004014201031
3.378835611204586,16.68587408332408
53.23326290888852,3.9354044333150267
6.890470438651029,9.695515549914816
21.73229883868945,4.9721991088920285
77.00238683764375,4.949778129315807
5.841712731578662,27.99547224114331
62.70826886069483,5.068439871080473
40.15149471469791,97.49978908934902
1.7262421970347437,1.4564927267498646
1.1760172691812443,1.2275601527968518
