session,subjid,agent,costCond,visibilityCond,resourceCond,counterbalance,ownBPsize,points,step_expense,step_other_expense,energy_expense,other_expense,helping_event,steps,helpful_steps,helped,partnerHelped,partnerHelpingEvents,partnerHelpfulSteps
lOwFrEEMnA7n99,lOwFrEEMnA7n99red,red,low,self,uneven,13.0,5,3357,498.0,54.0,498.0,54.0,13,457,54,True,True,8,40
lV8Ka6sfBZ2PQr,lV8Ka6sfBZ2PQrpurple,purple,low,self,uneven,14.0,3,2647,609.0,53.0,609.0,53.0,11,569,53,True,True,15,73
lV8Ka6sfBZ2PQr,lV8Ka6sfBZ2PQrred,red,low,self,uneven,14.0,5,3173,527.0,73.0,527.0,73.0,15,480,73,True,True,11,53
lYmChdJMknpHlw,lYmChdJMknpHlwpurple,purple,high,full,even,13.0,4,869,512.0,0.0,979.0,0.0,0,476,0,False,True,1,6
lYmChdJMknpHlw,lYmChdJMknpHlwred,red,high,full,even,13.0,4,688,528.0,6.0,1016.0,12.0,1,542,6,True,False,0,0
lkNrIbKXLPIT0i,lkNrIbKXLPIT0ipurple,purple,high,self,uneven,0.0,5,1239,455.0,9.0,895.0,18.0,1,441,9,True,False,0,0
lkNrIbKXLPIT0i,lkNrIbKXLPIT0ired,red,high,self,uneven,0.0,3,330,556.5,0.0,1098.0,0.0,0,594,0,False,True,1,9
lsFCn1XMbjkQlM,lsFCn1XMbjkQlMpurple,purple,high,self,uneven,3.0,3,454,554.0,23.0,1072.0,46.0,4,589,23,True,True,5,24
lsFCn1XMbjkQlM,lsFCn1XMbjkQlMred,red,high,self,uneven,3.0,5,1170,466.0,24.0,918.0,48.0,5,470,24,True,True,4,23
m3SlY7K65mcVAI,m3SlY7K65mcVAIpurple,purple,high,full,even,11.0,4,759,507.0,12.0,993.0,24.0,1,524,12,True,False,0,0
m3SlY7K65mcVAI,m3SlY7K65mcVAIred,red,high,full,even,11.0,4,783,508.5,0.0,987.0,0.0,0,502,0,False,True,1,12
mB2Zp8vYtp5D8Q,mB2Zp8vYtp5D8Qpurple,purple,low,full,uneven,5.0,5,2698,589.0,7.0,589.0,7.0,1,511,7,True,True,1,7
mB2Zp8vYtp5D8Q,mB2Zp8vYtp5D8Qred,red,low,full,uneven,5.0,3,2454,665.0,7.0,665.0,7.0,1,599,7,True,True,1,7
mJ9fjlcP23idAZ,mJ9fjlcP23idAZpurple,purple,high,full,even,10.0,4,827,502.5,0.0,975.0,0.0,0,513,0,False,False,0,0
mJ9fjlcP23idAZ,mJ9fjlcP23idAZred,red,high,full,even,10.0,4,831,508.5,0.0,975.0,0.0,0,515,0,False,False,0,0
mM1rQ6aOZHXZPY,mM1rQ6aOZHXZPYpurple,purple,low,full,even,2.0,4,2906,570.0,0.0,570.0,0.0,0,506,0,False,False,0,0
mM1rQ6aOZHXZPY,mM1rQ6aOZHXZPYred,red,low,full,even,2.0,4,3038,542.0,0.0,542.0,0.0,0,488,0,False,False,0,0
mY2ThHGLZfMrwC,mY2ThHGLZfMrwCpurple,purple,high,full,even,12.0,4,962,519.0,6.0,966.0,12.0,1,477,6,True,True,6,35
mY2ThHGLZfMrwC,mY2ThHGLZfMrwCred,red,high,full,even,12.0,4,694,548.0,25.0,1038.0,50.0,6,534,35,True,True,1,6
mYPjPb7XPDaLWH,mYPjPb7XPDaLWHpurple,purple,low,full,even,0.0,4,2928,551.0,9.0,551.0,9.0,2,496,9,True,True,4,39
mYPjPb7XPDaLWH,mYPjPb7XPDaLWHred,red,low,full,even,0.0,4,2895,570.0,39.0,570.0,39.0,4,528,39,True,True,2,9
mYSqMHv81XrAoj,mYSqMHv81XrAojpurple,purple,low,self,uneven,9.0,5,3204,514.0,0.0,514.0,0.0,0,448,0,False,False,0,0
mYSqMHv81XrAoj,mYSqMHv81XrAojred,red,low,self,uneven,9.0,3,2402,654.0,0.0,654.0,0.0,0,602,0,False,False,0,0
mYe0prfMFlX1nr,mYe0prfMFlX1nrpurple,purple,low,self,even,15.0,4,3520,440.0,77.0,440.0,77.0,18,418,77,True,True,18,104
mYe0prfMFlX1nr,mYe0prfMFlX1nrred,red,low,self,even,15.0,4,3259,503.0,104.0,503.0,104.0,18,468,104,True,True,18,77
mpcGaIj4HGABbb,mpcGaIj4HGABbbpurple,purple,low,full,uneven,2.0,5,2958,552.0,13.0,552.0,13.0,1,494,13,True,False,0,0
mpcGaIj4HGABbb,mpcGaIj4HGABbbred,red,low,full,uneven,2.0,3,2134,694.0,0.0,694.0,0.0,0,636,0,False,True,1,13
mq25Ud0HilaEHM,mq25Ud0HilaEHMpurple,purple,high,self,even,13.0,4,1266,461.5,45.0,893.0,90.0,9,502,54,True,True,12,77
mq25Ud0HilaEHM,mq25Ud0HilaEHMred,red,high,self,even,13.0,4,820,508.0,54.0,996.0,108.0,12,522,77,True,True,9,54
n2xdNpKXXLb5LE,n2xdNpKXXLb5LEpurple,purple,low,self,even,15.0,4,3185,521.0,0.0,521.0,0.0,0,469,0,False,True,1,10
n2xdNpKXXLb5LE,n2xdNpKXXLb5LEred,red,low,self,even,15.0,4,3100,537.0,10.0,537.0,10.0,1,486,10,True,False,0,0
nAgTrmO6PiN2Ig,nAgTrmO6PiN2Igpurple,purple,high,full,even,12.0,4,1124,451.0,96.0,887.0,192.0,22,458,105,True,True,21,71
nAgTrmO6PiN2Ig,nAgTrmO6PiN2Igred,red,high,full,even,12.0,4,1247,451.5,71.0,883.0,142.0,21,440,71,True,True,22,105
nBkV82AICknxGh,nBkV82AICknxGhpurple,purple,high,self,even,14.0,4,778,512.0,17.0,994.0,34.0,4,571,17,True,False,0,0
nBkV82AICknxGh,nBkV82AICknxGhred,red,high,self,even,14.0,4,576,531.0,0.0,1057.0,0.0,0,703,0,False,True,4,17
nCNU1gIAwXwaNj,nCNU1gIAwXwaNjpurple,purple,high,full,uneven,1.0,5,882,494.0,59.0,988.0,118.0,9,552,77,True,True,4,30
nCNU1gIAwXwaNj,nCNU1gIAwXwaNjred,red,high,full,uneven,1.0,3,354,592.0,17.0,1137.0,34.0,4,583,30,True,True,9,77
nEXaxjOYd2uIz2,nEXaxjOYd2uIz2purple,purple,high,self,uneven,3.0,5,1147,462.5,92.0,910.0,184.0,23,505,107,True,True,9,39
nEXaxjOYd2uIz2,nEXaxjOYd2uIz2red,red,high,self,uneven,3.0,3,1217,478.0,39.0,887.0,78.0,9,376,39,True,True,23,107
nQomfdUS4NkcDW,nQomfdUS4NkcDWpurple,purple,high,self,even,0.0,4,1156,460.5,23.0,906.0,46.0,4,509,23,True,True,4,15
nQomfdUS4NkcDW,nQomfdUS4NkcDWred,red,high,self,even,0.0,4,999,478.0,15.0,946.0,30.0,4,479,15,True,True,4,23
nSG6vfzQRyWkT5,nSG6vfzQRyWkT5purple,purple,high,full,even,0.0,4,792,534.5,9.5,1014.0,19.0,2,551,15,True,True,1,11
nSG6vfzQRyWkT5,nSG6vfzQRyWkT5red,red,high,full,even,0.0,4,1026,495.0,11.0,940.0,22.0,1,503,11,True,True,2,15
nmHvJd8QHSgYaN,nmHvJd8QHSgYaNpurple,purple,low,full,even,12.0,4,3216,506.0,30.0,506.0,30.0,5,452,30,True,True,6,35
nmHvJd8QHSgYaN,nmHvJd8QHSgYaNred,red,low,full,even,12.0,4,2991,539.0,35.0,539.0,35.0,6,508,35,True,True,5,30
nzq97Uem5iQt5i,nzq97Uem5iQt5ipurple,purple,low,self,uneven,10.0,3,2962,561.0,79.0,561.0,79.0,18,483,79,True,True,25,113
nzq97Uem5iQt5i,nzq97Uem5iQt5ired,red,low,self,uneven,10.0,5,3118,524.0,113.0,524.0,113.0,25,472,113,True,True,18,79
o3TlRoAkJBHNVZ,o3TlRoAkJBHNVZpurple,purple,low,full,even,8.0,4,3299,506.0,41.0,506.0,41.0,8,458,41,True,True,8,40
o3TlRoAkJBHNVZ,o3TlRoAkJBHNVZred,red,low,full,even,8.0,4,3336,487.0,40.0,487.0,40.0,8,458,40,True,True,8,41
oAvUXcfVXu9fNU,oAvUXcfVXu9fNUpurple,purple,high,self,uneven,0.0,5,978,499.5,20.0,964.0,40.0,2,499,20,True,True,1,6
oAvUXcfVXu9fNU,oAvUXcfVXu9fNUred,red,high,self,uneven,0.0,3,327,568.5,6.0,1107.0,12.0,1,638,6,True,True,2,20
oGOi0GITrDQ7sp,oGOi0GITrDQ7sppurple,purple,low,self,uneven,9.0,5,3068,511.0,78.0,511.0,78.0,15,502,78,True,True,9,35
oGOi0GITrDQ7sp,oGOi0GITrDQ7spred,red,low,self,uneven,9.0,3,2816,586.0,37.0,586.0,37.0,9,519,35,True,True,15,78
ofrwBLQNLeNuCO,ofrwBLQNLeNuCOpurple,purple,high,full,even,3.0,4,772,502.0,12.0,994.0,24.0,2,550,24,True,False,0,0
ofrwBLQNLeNuCO,ofrwBLQNLeNuCOred,red,high,full,even,3.0,4,1056,475.5,0.0,926.0,0.0,0,510,0,False,True,2,24
onQVTbxWfNm9z8,onQVTbxWfNm9z8purple,purple,low,full,even,13.0,4,2445,635.0,121.0,635.0,121.0,17,600,133,True,True,16,72
onQVTbxWfNm9z8,onQVTbxWfNm9z8red,red,low,full,even,13.0,4,2770,572.0,63.0,572.0,63.0,16,480,72,True,True,17,133
orGrN0W4PmMnXY,orGrN0W4PmMnXYpurple,purple,low,self,even,6.0,4,3018,547.0,0.0,547.0,0.0,0,492,0,False,False,0,0
orGrN0W4PmMnXY,orGrN0W4PmMnXYred,red,low,self,even,6.0,4,3034,543.0,0.0,543.0,0.0,0,498,0,False,False,0,0
ouhiwVy9ZhPkYv,ouhiwVy9ZhPkYvpurple,purple,high,self,uneven,10.0,3,483,550.0,13.0,1070.0,26.0,4,550,39,True,True,9,38
ouhiwVy9ZhPkYv,ouhiwVy9ZhPkYvred,red,high,self,uneven,10.0,5,1158,460.0,38.0,920.0,76.0,9,508,38,True,True,4,39
oxrSBdIPj7nQxL,oxrSBdIPj7nQxLpurple,purple,low,self,uneven,1.0,5,2487,617.0,52.0,617.0,52.0,8,578,52,True,True,4,16
oxrSBdIPj7nQxL,oxrSBdIPj7nQxLred,red,low,self,uneven,1.0,3,2543,639.0,16.0,639.0,16.0,4,544,16,True,True,8,52
p0ycy1TOQ3bixU,p0ycy1TOQ3bixUpurple,purple,low,self,uneven,2.0,5,3116,536.0,19.0,536.0,19.0,3,476,17,True,True,4,38
p0ycy1TOQ3bixU,p0ycy1TOQ3bixUred,red,low,self,uneven,2.0,3,2200,716.0,38.0,716.0,38.0,4,654,38,True,True,3,17
pAXCOtBVeqYqaC,pAXCOtBVeqYqaCpurple,purple,low,self,even,13.0,4,2952,556.0,0.0,556.0,0.0,0,498,0,False,False,0,0
pAXCOtBVeqYqaC,pAXCOtBVeqYqaCred,red,low,self,even,13.0,4,2992,552.0,0.0,552.0,0.0,0,502,0,False,False,0,0
pDgPXGd2o6BWjG,pDgPXGd2o6BWjGpurple,purple,high,full,even,4.0,4,516,561.0,0.0,1062.0,0.0,2,531,10,True,False,0,0
pDgPXGd2o6BWjG,pDgPXGd2o6BWjGred,red,high,full,even,4.0,4,0,600.0,0.0,1200.0,0.0,0,1233,0,False,True,2,10
pE0Aw88UbECQ9z,pE0Aw88UbECQ9zpurple,purple,high,self,even,14.0,4,816,542.0,20.0,1013.0,40.0,7,549,32,True,True,5,32
pE0Aw88UbECQ9z,pE0Aw88UbECQ9zred,red,high,self,even,14.0,4,906,547.0,32.0,983.0,64.0,5,466,32,True,True,7,32
pea5cIpaG1ZtcM,pea5cIpaG1ZtcMpurple,purple,low,full,uneven,11.0,3,2781,572.0,1.0,572.0,1.0,1,487,1,True,True,8,46
pea5cIpaG1ZtcM,pea5cIpaG1ZtcMred,red,low,full,uneven,11.0,5,2977,584.0,48.0,584.0,48.0,8,517,46,True,True,1,1
ppSOuFiRpn2cSd,ppSOuFiRpn2cSdpurple,purple,low,self,even,5.0,4,2923,561.0,1.0,561.0,1.0,1,470,1,True,True,4,20
ppSOuFiRpn2cSd,ppSOuFiRpn2cSdred,red,low,self,even,5.0,4,3190,518.0,20.0,518.0,20.0,4,474,20,True,True,1,1
pqzVgpvBxeWX95,pqzVgpvBxeWX95purple,purple,low,full,uneven,6.0,5,2986,556.0,102.0,556.0,102.0,25,532,102,True,True,18,119
pqzVgpvBxeWX95,pqzVgpvBxeWX95red,red,low,full,uneven,6.0,3,2706,607.0,119.0,607.0,119.0,18,530,119,True,True,25,102
pvR1wKqG0UHssq,pvR1wKqG0UHssqpurple,purple,low,full,uneven,1.0,5,3101,527.0,0.0,527.0,0.0,0,468,0,False,False,0,0
pvR1wKqG0UHssq,pvR1wKqG0UHssqred,red,low,full,uneven,1.0,3,2532,636.0,0.0,636.0,0.0,0,582,0,False,False,0,0
pyDbTJHCtGh8uC,pyDbTJHCtGh8uCpurple,purple,high,self,uneven,4.0,5,1296,438.0,92.0,876.0,184.0,26,507,118,True,True,15,58
pyDbTJHCtGh8uC,pyDbTJHCtGh8uCred,red,high,self,uneven,4.0,3,1025,482.0,58.0,944.0,116.0,15,441,58,True,True,26,118
pyKUaJdU3ZCju1,pyKUaJdU3ZCju1purple,purple,low,self,even,8.0,4,2600,638.0,18.0,638.0,18.0,2,563,18,True,True,3,27
pyKUaJdU3ZCju1,pyKUaJdU3ZCju1red,red,low,self,even,8.0,4,2968,579.0,27.0,579.0,27.0,3,515,27,True,True,2,18
q0pOdv5cgccRxJ,q0pOdv5cgccRxJpurple,purple,low,full,even,11.0,4,3076,549.0,35.0,549.0,35.0,6,494,35,True,True,6,42
q0pOdv5cgccRxJ,q0pOdv5cgccRxJred,red,low,full,even,11.0,4,3041,538.0,42.0,538.0,42.0,6,501,42,True,True,6,35
q2nEYNMGIouP5r,q2nEYNMGIouP5rpurple,purple,high,self,uneven,1.0,5,892,490.0,80.5,970.0,161.0,22,553,94,True,True,7,32
q2nEYNMGIouP5r,q2nEYNMGIouP5rred,red,high,self,uneven,1.0,3,1300,481.0,19.0,874.0,38.0,7,389,32,True,True,22,94
q5g3GVcSYIYu5U,q5g3GVcSYIYu5Upurple,purple,high,full,uneven,9.0,3,360,549.0,0.0,1088.0,0.0,0,614,0,False,False,0,0
q5g3GVcSYIYu5U,q5g3GVcSYIYu5Ured,red,high,full,uneven,9.0,5,1102,485.5,0.0,926.0,0.0,0,486,0,False,False,0,0
qD1pHXj549qdDJ,qD1pHXj549qdDJpurple,purple,low,full,even,12.0,4,3484,465.0,44.0,465.0,44.0,10,425,44,True,True,11,52
qD1pHXj549qdDJ,qD1pHXj549qdDJred,red,low,full,even,12.0,4,3238,511.0,52.0,511.0,52.0,11,457,52,True,True,10,44
qR0OZtlpBD00E3,qR0OZtlpBD00E3purple,purple,low,self,even,9.0,4,2732,592.0,0.0,592.0,0.0,0,536,0,False,False,0,0
qR0OZtlpBD00E3,qR0OZtlpBD00E3red,red,low,self,even,9.0,4,2786,580.0,0.0,580.0,0.0,0,524,0,False,False,0,0
qVtPGcYV5NIaKf,qVtPGcYV5NIaKfpurple,purple,high,full,even,8.0,4,974,487.0,141.0,969.0,282.0,22,524,142,True,True,23,143
qVtPGcYV5NIaKf,qVtPGcYV5NIaKfred,red,high,full,even,8.0,4,866,502.5,122.0,990.0,244.0,23,541,143,True,True,22,142
qVyVTWrfztcGar,qVyVTWrfztcGarpurple,purple,low,full,even,2.0,4,2911,564.0,22.0,564.0,22.0,2,522,22,True,False,0,0
qVyVTWrfztcGar,qVyVTWrfztcGarred,red,low,full,even,2.0,4,3171,520.0,0.0,520.0,0.0,0,458,0,False,True,2,22
qiIV46Hcubx7xG,qiIV46Hcubx7xGpurple,purple,high,full,even,2.0,4,1229,468.0,52.0,901.0,104.0,11,481,52,True,True,10,70
qiIV46Hcubx7xG,qiIV46Hcubx7xGred,red,high,full,even,2.0,4,892,493.0,70.0,971.0,140.0,10,532,70,True,True,11,52
r1qjmWOCCencgM,r1qjmWOCCencgMpurple,purple,low,self,even,1.0,4,3058,542.0,1.0,542.0,1.0,1,482,1,True,True,1,1
r1qjmWOCCencgM,r1qjmWOCCencgMred,red,low,self,even,1.0,4,3143,524.0,1.0,524.0,1.0,1,472,1,True,True,1,1
r2kR0qQjC9HaEY,r2kR0qQjC9HaEYpurple,purple,high,full,uneven,6.0,5,1300,453.5,29.0,882.0,58.0,11,466,34,True,True,4,23
r2kR0qQjC9HaEY,r2kR0qQjC9HaEYred,red,high,full,uneven,6.0,3,719,520.0,12.0,1010.0,24.0,4,532,23,True,True,11,34
r4JuAS09h5xvjV,r4JuAS09h5xvjVpurple,purple,low,full,even,11.0,4,2744,609.0,35.0,609.0,35.0,5,468,35,True,True,6,56
r4JuAS09h5xvjV,r4JuAS09h5xvjVred,red,low,full,even,11.0,4,2611,618.0,43.0,618.0,43.0,6,527,56,True,True,5,35
rAKY1xCChRHk9m,rAKY1xCChRHk9mpurple,purple,low,self,even,0.0,4,3371,481.0,115.0,481.0,115.0,20,447,116,True,True,20,82
rAKY1xCChRHk9m,rAKY1xCChRHk9mred,red,low,self,even,0.0,4,3461,465.0,82.0,465.0,82.0,20,422,82,True,True,20,116
rBgdvsFqpyEZPO,rBgdvsFqpyEZPOpurple,purple,low,full,even,15.0,4,2629,615.0,111.0,615.0,111.0,19,521,109,True,True,16,95
rBgdvsFqpyEZPO,rBgdvsFqpyEZPOred,red,low,full,even,15.0,4,3093,568.0,95.0,568.0,95.0,16,439,95,True,True,19,109
rDb40M6BMO5XCV,rDb40M6BMO5XCVpurple,purple,high,self,even,15.0,4,788,506.0,0.0,987.0,0.0,0,490,0,False,False,0,0
rDb40M6BMO5XCV,rDb40M6BMO5XCVred,red,high,self,even,15.0,4,796,509.5,0.0,984.0,0.0,0,492,0,False,False,0,0
rSpQvN7kie1Dog,rSpQvN7kie1Dogpurple,purple,high,self,uneven,10.0,3,549,527.0,0.0,1044.0,0.0,0,547,0,False,True,1,1
rSpQvN7kie1Dog,rSpQvN7kie1Dogred,red,high,self,uneven,10.0,5,1278,447.0,1.0,884.0,2.0,1,454,1,True,False,0,0
rT6JXOibGDFePd,rT6JXOibGDFePdpurple,purple,high,self,even,5.0,4,1119,466.0,57.0,927.0,114.0,9,475,57,True,True,7,50
rT6JXOibGDFePd,rT6JXOibGDFePdred,red,high,self,even,5.0,4,1020,506.0,26.0,961.0,52.0,7,521,50,True,True,9,57
rfDaU15KPmQAWa,rfDaU15KPmQAWapurple,purple,high,full,even,7.0,4,888,503.5,41.0,972.0,82.0,7,513,41,True,True,7,27
rfDaU15KPmQAWa,rfDaU15KPmQAWared,red,high,full,even,7.0,4,1222,464.5,26.0,909.0,52.0,7,459,27,True,True,7,41
rfy8O7jpwX6MUx,rfy8O7jpwX6MUxpurple,purple,low,self,uneven,14.0,3,2627,614.0,8.0,614.0,8.0,1,554,8,True,True,6,27
rfy8O7jpwX6MUx,rfy8O7jpwX6MUxred,red,low,self,uneven,14.0,5,3338,490.0,27.0,490.0,27.0,6,450,27,True,True,1,8
rh6PzaUldpAADM,rh6PzaUldpAADMpurple,purple,low,self,even,8.0,4,3013,550.0,35.0,550.0,35.0,4,518,35,True,True,2,7
rh6PzaUldpAADM,rh6PzaUldpAADMred,red,low,self,even,8.0,4,3273,504.0,7.0,504.0,7.0,2,445,7,True,True,4,35
rkc6hRyVkFgFu2,rkc6hRyVkFgFu2purple,purple,high,self,uneven,3.0,3,876,512.5,131.5,985.0,263.0,30,504,144,True,True,37,119
rkc6hRyVkFgFu2,rkc6hRyVkFgFu2red,red,high,self,uneven,3.0,5,1238,445.0,119.0,885.0,238.0,37,450,119,True,True,30,144
ruLinVapIyFBrU,ruLinVapIyFBrUpurple,purple,low,self,even,9.0,4,3028,524.0,30.0,524.0,30.0,8,494,30,True,True,7,53
ruLinVapIyFBrU,ruLinVapIyFBrUred,red,low,self,even,9.0,4,2914,543.0,53.0,543.0,53.0,7,509,53,True,True,8,30
rvwiE1fqBe9AM9,rvwiE1fqBe9AM9purple,purple,high,full,uneven,5.0,5,1161,466.0,2.0,907.0,4.0,2,454,2,True,False,0,0
rvwiE1fqBe9AM9,rvwiE1fqBe9AM9red,red,high,full,uneven,5.0,3,500,540.0,0.0,1055.0,0.0,0,542,0,False,True,2,2
ryO9MvOSq3ZQUt,ryO9MvOSq3ZQUtpurple,purple,low,full,uneven,3.0,3,2697,608.0,20.0,608.0,20.0,3,546,20,True,True,7,36
ryO9MvOSq3ZQUt,ryO9MvOSq3ZQUtred,red,low,full,uneven,3.0,5,3042,552.0,36.0,552.0,36.0,7,469,36,True,True,3,20
s1AGWI2BmMFuFj,s1AGWI2BmMFuFjpurple,purple,high,full,even,11.0,4,720,516.5,7.0,1009.0,14.0,2,508,7,True,True,1,14
s1AGWI2BmMFuFj,s1AGWI2BmMFuFjred,red,high,full,even,11.0,4,925,490.5,14.0,961.0,28.0,1,474,14,True,True,2,7
s1l3iQC1AEnUJ5,s1l3iQC1AEnUJ5purple,purple,low,self,even,8.0,4,3148,532.0,12.0,532.0,12.0,1,480,12,True,False,0,0
s1l3iQC1AEnUJ5,s1l3iQC1AEnUJ5red,red,low,self,even,8.0,4,3240,511.0,0.0,511.0,0.0,0,461,0,False,True,1,12
sHlPosOc3ofSEM,sHlPosOc3ofSEMpurple,purple,high,full,uneven,12.0,3,791,499.0,26.0,983.0,52.0,7,504,26,True,True,11,35
sHlPosOc3ofSEM,sHlPosOc3ofSEMred,red,high,full,uneven,12.0,5,1247,459.0,35.0,893.0,70.0,11,438,35,True,True,7,26
sQEPerAS4yJ951,sQEPerAS4yJ951purple,purple,low,full,even,8.0,4,2954,561.0,0.0,561.0,0.0,0,496,0,False,False,0,0
sQEPerAS4yJ951,sQEPerAS4yJ951red,red,low,full,even,8.0,4,3209,518.0,0.0,518.0,0.0,0,458,0,False,False,0,0
sSDj42w2GOzQgp,sSDj42w2GOzQgppurple,purple,high,full,uneven,10.0,3,624,562.5,7.0,1030.0,14.0,1,533,7,True,True,7,34
sSDj42w2GOzQgp,sSDj42w2GOzQgpred,red,high,full,uneven,10.0,5,884,532.0,32.0,1003.0,64.0,7,494,34,True,True,1,7
sUySWjJjb9YD4I,sUySWjJjb9YD4Ipurple,purple,high,full,even,15.0,4,1004,495.0,39.0,960.0,78.0,11,517,48,True,True,5,31
sUySWjJjb9YD4I,sUySWjJjb9YD4Ired,red,high,full,even,15.0,4,1248,469.5,21.0,898.0,42.0,5,491,31,True,True,11,48
saQjVVcdrtHlWc,saQjVVcdrtHlWcpurple,purple,high,full,even,10.0,4,964,482.5,87.0,950.0,174.0,19,461,87,True,True,19,103
saQjVVcdrtHlWc,saQjVVcdrtHlWcred,red,high,full,even,10.0,4,1056,479.0,97.5,931.0,195.0,19,494,103,True,True,19,87
sdNusyrc7WKwEn,sdNusyrc7WKwEnpurple,purple,low,self,uneven,14.0,3,2663,602.0,37.0,602.0,37.0,6,517,37,True,True,16,114
sdNusyrc7WKwEn,sdNusyrc7WKwEnred,red,low,self,uneven,14.0,5,2679,603.0,114.0,603.0,114.0,16,550,114,True,True,6,37
smzTCpjQjzO75w,smzTCpjQjzO75wpurple,purple,high,self,even,13.0,4,1352,435.0,47.0,870.0,94.0,10,488,47,True,True,11,45
smzTCpjQjzO75w,smzTCpjQjzO75wred,red,high,self,even,13.0,4,1328,446.0,43.0,882.0,86.0,11,472,45,True,True,10,47
t6L8f69NEHDL7V,t6L8f69NEHDL7Vpurple,purple,low,self,uneven,8.0,3,2900,561.0,0.0,561.0,0.0,0,472,0,False,True,11,61
t6L8f69NEHDL7V,t6L8f69NEHDL7Vred,red,low,self,uneven,8.0,5,2877,573.0,61.0,573.0,61.0,11,533,61,True,False,0,0
tPOTp95eOzplmR,tPOTp95eOzplmRpurple,purple,low,full,even,6.0,4,2909,564.0,0.0,564.0,0.0,0,502,0,False,False,0,0
tPOTp95eOzplmR,tPOTp95eOzplmRred,red,low,full,even,6.0,4,2979,562.0,0.0,562.0,0.0,0,490,0,False,False,0,0
tQtlXcPITugmWr,tQtlXcPITugmWrpurple,purple,high,self,even,9.0,4,1332,437.0,56.0,874.0,112.0,15,435,57,True,True,15,71
tQtlXcPITugmWr,tQtlXcPITugmWrred,red,high,self,even,9.0,4,1248,445.0,71.0,890.0,142.0,15,444,71,True,True,15,57
tTzWVUafBlblR7,tTzWVUafBlblR7purple,purple,low,full,even,0.0,4,3239,508.0,22.0,508.0,22.0,2,481,22,True,True,1,11
tTzWVUafBlblR7,tTzWVUafBlblR7red,red,low,full,even,0.0,4,3143,524.0,11.0,524.0,11.0,1,470,11,True,True,2,22
taclqy4j1clbux,taclqy4j1clbuxpurple,purple,low,full,uneven,5.0,5,2895,551.0,45.0,551.0,45.0,11,498,45,True,True,8,51
taclqy4j1clbux,taclqy4j1clbuxred,red,low,full,uneven,5.0,3,2568,638.0,51.0,638.0,51.0,8,551,51,True,True,11,45
tgXnJilmKnniRs,tgXnJilmKnniRspurple,purple,low,full,uneven,0.0,5,3151,523.0,0.0,523.0,0.0,0,444,0,False,False,0,0
tgXnJilmKnniRs,tgXnJilmKnniRsred,red,low,full,uneven,0.0,3,2480,644.0,0.0,644.0,0.0,0,584,0,False,False,0,0
tifOihlQXXepB0,tifOihlQXXepB0purple,purple,high,self,uneven,8.0,3,991,502.0,38.0,950.0,76.0,11,426,50,True,True,25,99
tifOihlQXXepB0,tifOihlQXXepB0red,red,high,self,uneven,8.0,5,1200,453.0,97.0,906.0,194.0,25,493,99,True,True,11,50
tjLeadeIXDhNcj,tjLeadeIXDhNcjpurple,purple,high,full,uneven,7.0,5,1159,469.0,0.0,913.0,0.0,0,466,0,False,False,0,0
tjLeadeIXDhNcj,tjLeadeIXDhNcjred,red,high,full,uneven,7.0,3,302,576.0,0.0,1107.0,0.0,0,606,0,False,False,0,0
tk9UcqRWbZZjmb,tk9UcqRWbZZjmbpurple,purple,low,full,even,6.0,4,3288,508.0,70.0,508.0,70.0,15,464,68,True,True,13,72
tk9UcqRWbZZjmb,tk9UcqRWbZZjmbred,red,low,full,even,6.0,4,2989,564.0,72.0,564.0,72.0,13,491,72,True,True,15,68
tmdsDcY2zwomgI,tmdsDcY2zwomgIpurple,purple,low,full,uneven,8.0,3,2741,603.0,30.0,603.0,30.0,4,552,30,True,True,8,26
tmdsDcY2zwomgI,tmdsDcY2zwomgIred,red,low,full,uneven,8.0,5,3100,535.0,26.0,535.0,26.0,8,485,26,True,True,4,30
uHoTS2ROOLIs5h,uHoTS2ROOLIs5hpurple,purple,high,full,even,3.0,4,1049,478.0,13.0,941.0,26.0,7,466,13,True,True,5,40
uHoTS2ROOLIs5h,uHoTS2ROOLIs5hred,red,high,full,even,3.0,4,627,535.5,28.0,1031.0,56.0,5,536,40,True,True,7,13
uJKusy6bZo6nxr,uJKusy6bZo6nxrpurple,purple,low,full,uneven,5.0,5,1951,726.0,187.0,726.0,187.0,23,711,187,True,True,15,95
uJKusy6bZo6nxr,uJKusy6bZo6nxrred,red,low,full,uneven,5.0,3,2521,636.0,95.0,636.0,95.0,15,540,95,True,True,23,187
uaeO7LcVVuS0Z1,uaeO7LcVVuS0Z1purple,purple,low,full,even,11.0,4,3435,464.0,93.0,464.0,93.0,22,434,93,True,True,23,106
uaeO7LcVVuS0Z1,uaeO7LcVVuS0Z1red,red,low,full,even,11.0,4,3425,472.0,106.0,472.0,106.0,23,432,106,True,True,22,93
ucChqUN1ymnylP,ucChqUN1ymnylPpurple,purple,low,full,even,13.0,4,3020,535.0,0.0,535.0,0.0,0,492,0,False,False,0,0
ucChqUN1ymnylP,ucChqUN1ymnylPred,red,low,full,even,13.0,4,3004,556.0,0.0,556.0,0.0,0,493,0,False,False,0,0
uccX8B5f0br2b8,uccX8B5f0br2b8purple,purple,high,self,uneven,12.0,5,1036,490.0,40.0,933.0,80.0,22,595,121,True,True,9,69
