session,gameNum,turnCount,objectLayer,costCond,visibilityCond,resourceCond,redFirst,counterbalance,purpleBackpackSize,purpleEnergy,purpleScore,purplePoints,purplePointsCumulative,redBackpackSize,redEnergy,redScore,redPoints,redPointsCumulative,step_expense,step_other_expense,energy_expense,other_expense,helping_event,steps,helpful_steps,helped,purpleHelped,redHelped,purpleHelpingEvents,redHelpingEvents,purpleHelpfulSteps,redHelpfulSteps,environment,nRedVeg,nPurpVeg,patchUniformity,nPatches,patchSize
LzSp6319Cfrr4o,10,11,Items09,high,self,uneven,False,12.0,3,41,3,123,877,5,48,5,240,856,58.0,0.0,111.0,0.0,0,50,0,False,False,False,0,0,0,0,10,5,3,True,2,"3,5"
LzSp6319Cfrr4o,11,10,Items07,high,self,uneven,True,12.0,3,42,4,168,1045,5,28,4,112,938,65.0,14.0,130.0,28.0,3,62,14,True,True,True,1,2,1,13,8,4,4,False,2,"4,4"
M8dSL0S7sLftMi,0,19,Items05,high,full,even,False,14.0,4,0,7,0,0,4,0,7,0,0,102.5,0.0,200.0,0.0,0,153,0,False,False,False,0,0,0,0,6,7,7,False,5,"3,2,2,2,2,3"
M8dSL0S7sLftMi,1,11,Items08,high,full,even,False,14.0,4,42,5,210,210,4,16,3,48,48,71.0,6.0,142.0,12.0,1,65,6,True,False,True,0,1,0,6,9,3,5,True,2,"5,3"
M8dSL0S7sLftMi,2,9,Items03,high,full,even,True,14.0,4,44,5,220,430,4,26,3,78,108,65.0,11.0,130.0,22.0,1,62,11,True,False,True,0,1,0,11,4,3,5,True,2,"3,5"
M8dSL0S7sLftMi,3,9,Items09,high,full,even,False,14.0,4,14,3,42,442,4,52,5,260,368,67.0,13.0,134.0,26.0,1,64,13,True,True,False,1,0,13,0,10,5,3,True,2,"3,5"
M8dSL0S7sLftMi,4,17,Items10,high,full,even,False,14.0,4,0,7,0,442,4,0,7,0,338,100.0,0.0,200.0,0.0,0,96,0,False,False,False,0,0,0,0,11,7,7,True,5,"3,2,2,2,2,3"
M8dSL0S7sLftMi,5,9,Items06,high,full,even,True,14.0,4,48,4,192,634,4,42,4,168,506,55.0,0.0,110.0,0.0,0,52,0,False,False,False,0,0,0,0,7,4,4,True,2,"4,4"
M8dSL0S7sLftMi,6,25,Items04,high,full,even,True,14.0,4,0,7,0,610,4,0,7,0,506,117.0,21.0,200.0,42.0,4,135,21,True,True,True,1,3,8,13,5,7,7,True,5,"3,2,2,2,2,3"
M8dSL0S7sLftMi,7,9,Items02,high,full,even,False,14.0,4,30,3,90,700,4,48,5,240,746,61.0,9.0,122.0,18.0,1,58,9,True,True,False,1,0,9,0,3,5,3,True,2,"5,3"
M8dSL0S7sLftMi,8,9,Items00,high,full,even,False,14.0,4,42,4,168,868,4,48,4,192,908,55.0,0.0,110.0,0.0,0,52,0,False,False,False,0,0,0,0,1,4,4,True,2,"4,4"
M8dSL0S7sLftMi,9,10,Items07,high,full,even,False,14.0,4,23,4,92,960,4,26,4,104,988,78.0,0.0,151.0,0.0,0,71,0,False,False,False,0,0,0,0,8,4,4,False,2,"4,4"
M8dSL0S7sLftMi,10,17,Items11,high,full,even,True,14.0,4,0,7,0,936,4,0,7,0,988,100.0,0.0,200.0,0.0,0,128,0,False,False,False,0,0,0,0,12,7,7,False,5,"3,2,2,2,2,3"
M8dSL0S7sLftMi,11,9,Items01,high,full,even,False,14.0,4,26,4,104,1040,4,28,4,112,1100,73.0,0.0,146.0,0.0,0,70,0,False,False,False,0,0,0,0,2,4,4,False,2,"4,4"
MnUx0OULOzy46v,0,49,Items10,high,self,even,False,11.0,4,0,7,0,0,4,0,7,0,0,162.0,0.0,200.0,0.0,0,112,0,False,False,False,0,0,0,0,11,7,7,True,5,"3,2,2,2,2,3"
MnUx0OULOzy46v,1,9,Items00,high,self,even,False,11.0,4,42,4,168,168,4,48,4,192,192,55.0,0.0,110.0,0.0,0,52,0,False,False,False,0,0,0,0,1,4,4,True,2,"4,4"
MnUx0OULOzy46v,2,12,Items02,high,self,even,True,11.0,4,33,3,99,267,4,4,5,20,188,84.0,0.0,163.0,0.0,0,71,0,False,False,False,0,0,0,0,3,5,3,True,2,"5,3"
MnUx0OULOzy46v,3,9,Items07,high,self,even,True,11.0,4,28,4,112,379,4,26,4,104,272,73.0,0.0,146.0,0.0,0,70,0,False,False,False,0,0,0,0,8,4,4,False,2,"4,4"
MnUx0OULOzy46v,4,18,Items11,high,self,even,True,11.0,4,0,7,0,355,4,0,7,0,272,100.0,13.0,200.0,26.0,2,141,17,True,True,True,1,1,13,4,12,7,7,False,5,"3,2,2,2,2,3"
MnUx0OULOzy46v,5,9,Items09,high,self,even,False,11.0,4,2,3,6,361,4,4,5,20,292,97.0,34.0,194.0,68.0,3,94,34,True,True,True,2,1,22,12,10,5,3,True,2,"3,5"
MnUx0OULOzy46v,6,13,Items03,high,self,even,True,11.0,4,4,5,20,381,4,32,3,96,368,87.0,0.0,164.0,0.0,0,71,0,False,False,False,0,0,0,0,4,3,5,True,2,"3,5"
MnUx0OULOzy46v,7,13,Items08,high,self,even,True,11.0,4,4,5,20,381,4,36,3,108,476,85.0,0.0,160.0,0.0,0,67,0,False,False,False,0,0,0,0,9,3,5,True,2,"5,3"
MnUx0OULOzy46v,8,18,Items04,high,self,even,True,11.0,4,0,7,0,361,4,0,7,0,476,102.5,0.0,200.0,0.0,0,119,0,False,False,False,0,0,0,0,5,7,7,True,5,"3,2,2,2,2,3"
MnUx0OULOzy46v,9,20,Items05,high,self,even,True,11.0,4,0,7,0,361,4,0,7,0,476,100.0,0.0,200.0,0.0,0,141,0,False,False,False,0,0,0,0,6,7,7,False,5,"3,2,2,2,2,3"
MnUx0OULOzy46v,10,10,Items01,high,self,even,True,11.0,4,26,4,104,465,4,19,4,76,552,80.0,0.0,155.0,0.0,0,72,0,False,False,False,0,0,0,0,2,4,4,False,2,"4,4"
MnUx0OULOzy46v,11,9,Items06,high,self,even,False,11.0,4,42,4,168,633,4,44,4,176,704,57.0,0.0,114.0,0.0,0,54,0,False,False,False,0,0,0,0,7,4,4,True,2,"4,4"
MsW5djQKZ3G3b8,0,10,Items07,low,self,even,False,15.0,4,57,4,228,228,4,63,4,252,252,80.0,0.0,80.0,0.0,0,72,0,False,False,False,0,0,0,0,8,4,4,False,2,"4,4"
MsW5djQKZ3G3b8,1,9,Items01,low,self,even,False,15.0,4,63,4,252,468,4,64,4,256,508,73.0,0.0,73.0,0.0,0,70,0,False,False,False,0,0,0,0,2,4,4,False,2,"4,4"
MsW5djQKZ3G3b8,2,9,Items00,low,self,even,False,15.0,4,71,4,284,752,4,74,4,296,792,55.0,0.0,55.0,0.0,0,52,0,False,False,False,0,0,0,0,1,4,4,True,2,"4,4"
MsW5djQKZ3G3b8,3,18,Items05,low,self,even,True,15.0,4,39,7,273,1025,4,31,7,217,997,130.0,0.0,130.0,0.0,0,116,0,False,False,False,0,0,0,0,6,7,7,False,5,"3,2,2,2,2,3"
MsW5djQKZ3G3b8,4,12,Items02,low,self,even,True,15.0,4,66,3,198,1223,4,52,5,260,1236,82.0,0.0,82.0,0.0,0,69,0,False,False,False,0,0,0,0,3,5,3,True,2,"5,3"
MsW5djQKZ3G3b8,5,17,Items11,low,self,even,False,15.0,4,25,7,175,1398,4,36,7,252,1473,139.0,0.0,139.0,0.0,0,128,0,False,False,False,0,0,0,0,12,7,7,False,5,"3,2,2,2,2,3"
MsW5djQKZ3G3b8,6,13,Items08,low,self,even,True,15.0,4,52,5,260,1658,4,63,3,189,1641,85.0,0.0,85.0,0.0,0,67,0,False,False,False,0,0,0,0,9,3,5,True,2,"5,3"
MsW5djQKZ3G3b8,7,9,Items06,low,self,even,False,15.0,4,71,4,284,1927,4,74,4,296,1937,55.0,0.0,55.0,0.0,0,52,0,False,False,False,0,0,0,0,7,4,4,True,2,"4,4"
MsW5djQKZ3G3b8,8,13,Items03,low,self,even,True,15.0,4,48,5,240,2167,4,63,3,189,2114,89.0,0.0,89.0,0.0,0,73,0,False,False,False,0,0,0,0,4,3,5,True,2,"3,5"
MsW5djQKZ3G3b8,9,12,Items09,low,self,even,True,15.0,4,66,3,198,2350,4,52,5,260,2374,82.0,0.0,82.0,0.0,0,71,0,False,False,False,0,0,0,0,10,5,3,True,2,"3,5"
MsW5djQKZ3G3b8,10,17,Items10,low,self,even,True,15.0,4,46,7,322,2672,4,47,7,329,2688,107.0,0.0,107.0,0.0,0,96,0,False,False,False,0,0,0,0,11,7,7,True,5,"3,2,2,2,2,3"
MsW5djQKZ3G3b8,11,17,Items04,low,self,even,False,15.0,4,35,7,245,2896,4,46,7,322,3010,119.0,0.0,119.0,0.0,0,110,0,False,False,False,0,0,0,0,5,7,7,True,5,"3,2,2,2,2,3"
MuoarHWH8NJvH4,0,11,Items02,low,full,even,True,3.0,4,54,3,162,162,4,73,5,365,365,73.0,8.0,73.0,8.0,1,67,8,True,True,False,1,0,8,0,3,5,3,True,2,"5,3"
MuoarHWH8NJvH4,1,17,Items04,low,full,even,False,3.0,4,47,7,329,482,4,46,7,322,687,107.0,0.0,107.0,0.0,0,96,0,False,False,False,0,0,0,0,5,7,7,True,5,"3,2,2,2,2,3"
MuoarHWH8NJvH4,2,25,Items11,low,full,even,False,3.0,4,20,7,140,622,4,9,7,63,729,171.0,0.0,171.0,0.0,0,129,0,False,False,False,0,0,0,0,12,7,7,False,5,"3,2,2,2,2,3"
MuoarHWH8NJvH4,3,9,Items06,low,full,even,True,3.0,4,74,4,296,918,4,71,4,284,992,55.0,0.0,55.0,0.0,0,52,0,False,False,False,0,0,0,0,7,4,4,True,2,"4,4"
MuoarHWH8NJvH4,4,17,Items05,low,full,even,True,3.0,4,36,7,252,1158,4,33,7,231,1223,131.0,0.0,131.0,0.0,0,120,0,False,False,False,0,0,0,0,6,7,7,False,5,"3,2,2,2,2,3"
MuoarHWH8NJvH4,5,17,Items10,low,full,even,False,3.0,4,45,7,315,1452,4,36,7,252,1475,119.0,0.0,119.0,0.0,0,109,0,False,False,False,0,0,0,0,11,7,7,True,5,"3,2,2,2,2,3"
MuoarHWH8NJvH4,6,9,Items01,low,full,even,True,3.0,4,64,4,256,1708,4,61,4,244,1698,75.0,0.0,75.0,0.0,0,72,0,False,False,False,0,0,0,0,2,4,4,False,2,"4,4"
MuoarHWH8NJvH4,7,9,Items00,low,full,even,True,3.0,4,74,4,296,1992,4,71,4,284,1982,55.0,0.0,55.0,0.0,0,52,0,False,False,False,0,0,0,0,1,4,4,True,2,"4,4"
MuoarHWH8NJvH4,8,12,Items09,low,full,even,True,3.0,4,68,3,204,2184,4,52,5,260,2242,80.0,0.0,80.0,0.0,0,69,0,False,False,False,0,0,0,0,10,5,3,True,2,"3,5"
MuoarHWH8NJvH4,9,9,Items07,low,full,even,True,3.0,4,74,4,296,2480,4,71,4,284,2511,55.0,2.0,55.0,2.0,2,52,2,True,True,True,1,1,1,1,8,4,4,False,2,"4,4"
MuoarHWH8NJvH4,10,9,Items03,low,full,even,True,3.0,4,76,5,380,2848,4,63,3,189,2700,61.0,12.0,61.0,12.0,1,58,12,True,False,True,0,1,0,12,4,3,5,True,2,"3,5"
MuoarHWH8NJvH4,11,9,Items08,low,full,even,False,3.0,4,71,5,355,3188,4,68,3,204,2904,61.0,9.0,61.0,9.0,1,58,9,True,False,True,0,1,0,9,9,3,5,True,2,"5,3"
N8ksNmv6G4q0om,0,18,Items10,low,self,even,False,0.0,4,9,7,63,63,4,47,7,329,329,132.0,0.0,132.0,0.0,0,126,0,False,False,False,0,0,0,0,11,7,7,True,5,"3,2,2,2,2,3"
N8ksNmv6G4q0om,1,9,Items00,low,self,even,True,0.0,4,74,4,296,338,4,71,4,284,613,55.0,0.0,55.0,0.0,0,52,0,False,False,False,0,0,0,0,1,4,4,True,2,"4,4"
N8ksNmv6G4q0om,2,14,Items08,low,self,even,False,0.0,4,43,5,215,541,4,63,3,189,802,94.0,0.0,94.0,0.0,0,71,0,False,False,False,0,0,0,0,9,3,5,True,2,"5,3"
N8ksNmv6G4q0om,3,13,Items02,low,self,even,False,0.0,4,61,3,183,709,4,52,5,260,1062,87.0,0.0,87.0,0.0,0,69,0,False,False,False,0,0,0,0,3,5,3,True,2,"5,3"
N8ksNmv6G4q0om,4,9,Items06,low,self,even,True,0.0,4,74,4,296,1005,4,71,4,284,1331,55.0,0.0,55.0,0.0,0,52,0,False,False,False,0,0,0,0,7,4,4,True,2,"4,4"
N8ksNmv6G4q0om,5,17,Items11,low,self,even,True,0.0,4,36,7,252,1245,4,29,7,203,1534,135.0,0.0,135.0,0.0,0,126,0,False,False,False,0,0,0,0,12,7,7,False,5,"3,2,2,2,2,3"
N8ksNmv6G4q0om,6,17,Items05,low,self,even,False,0.0,4,39,7,273,1497,4,36,7,252,1786,125.0,0.0,125.0,0.0,0,116,0,False,False,False,0,0,0,0,6,7,7,False,5,"3,2,2,2,2,3"
N8ksNmv6G4q0om,7,17,Items04,low,self,even,True,0.0,4,50,7,350,1847,4,39,7,273,2038,111.0,0.0,111.0,0.0,0,102,0,False,False,False,0,0,0,0,5,7,7,True,5,"3,2,2,2,2,3"
N8ksNmv6G4q0om,8,12,Items09,low,self,even,True,0.0,4,68,3,204,2030,4,52,5,260,2298,80.0,0.0,80.0,0.0,0,69,0,False,False,False,0,0,0,0,10,5,3,True,2,"3,5"
N8ksNmv6G4q0om,9,9,Items01,low,self,even,False,0.0,4,63,4,252,2282,4,64,4,256,2539,73.0,0.0,73.0,0.0,0,70,0,False,False,False,0,0,0,0,2,4,4,False,2,"4,4"
N8ksNmv6G4q0om,10,12,Items03,low,self,even,False,0.0,4,52,5,260,2542,4,68,3,204,2731,80.0,0.0,80.0,0.0,0,69,0,False,False,False,0,0,0,0,4,3,5,True,2,"3,5"
N8ksNmv6G4q0om,11,9,Items07,low,self,even,False,0.0,4,61,4,244,2771,4,66,4,264,2995,73.0,0.0,73.0,0.0,0,70,0,False,False,False,0,0,0,0,8,4,4,False,2,"4,4"
NDCsX0J5xy0hPl,0,14,Items08,low,self,even,False,2.0,4,47,5,235,235,4,59,3,177,177,94.0,0.0,94.0,0.0,0,71,0,False,False,False,0,0,0,0,9,3,5,True,2,"5,3"
NDCsX0J5xy0hPl,1,17,Items11,low,self,even,False,2.0,4,27,7,189,409,4,40,7,280,457,133.0,0.0,133.0,0.0,0,124,0,False,False,False,0,0,0,0,12,7,7,False,5,"3,2,2,2,2,3"
NDCsX0J5xy0hPl,2,9,Items01,low,self,even,False,2.0,4,61,4,244,653,4,64,4,256,692,75.0,0.0,75.0,0.0,0,72,0,False,False,False,0,0,0,0,2,4,4,False,2,"4,4"
NDCsX0J5xy0hPl,3,10,Items09,low,self,even,True,2.0,4,61,3,183,836,4,54,5,270,950,85.0,10.0,85.0,10.0,1,79,10,True,True,False,1,0,10,0,10,5,3,True,2,"3,5"
NDCsX0J5xy0hPl,4,17,Items10,low,self,even,True,2.0,4,48,7,336,1172,4,41,7,287,1222,111.0,0.0,111.0,0.0,0,102,0,False,False,False,0,0,0,0,11,7,7,True,5,"3,2,2,2,2,3"
NDCsX0J5xy0hPl,5,9,Items00,low,self,even,True,2.0,4,74,4,296,1447,4,71,4,284,1506,55.0,0.0,55.0,0.0,0,52,0,False,False,False,0,0,0,0,1,4,4,True,2,"4,4"
NDCsX0J5xy0hPl,6,17,Items05,low,self,even,False,2.0,4,39,7,273,1708,4,30,7,210,1716,131.0,8.0,131.0,8.0,2,120,8,True,True,True,1,1,2,6,6,7,7,False,5,"3,2,2,2,2,3"
NDCsX0J5xy0hPl,7,9,Items02,low,self,even,True,2.0,4,66,3,198,1906,4,73,5,365,2060,61.0,10.0,61.0,10.0,1,58,10,True,True,False,1,0,10,0,3,5,3,True,2,"5,3"
NDCsX0J5xy0hPl,8,9,Items03,low,self,even,False,2.0,4,73,5,365,2262,4,66,3,198,2258,61.0,12.0,61.0,12.0,1,58,12,True,False,True,0,1,0,12,4,3,5,True,2,"3,5"
NDCsX0J5xy0hPl,9,9,Items07,low,self,even,False,2.0,4,71,4,284,2546,4,74,4,296,2545,55.0,2.0,55.0,2.0,2,52,2,True,True,True,1,1,1,1,8,4,4,False,2,"4,4"
NDCsX0J5xy0hPl,10,17,Items04,low,self,even,False,2.0,4,39,7,273,2819,4,46,7,322,2855,115.0,12.0,115.0,12.0,2,106,12,True,True,True,1,1,6,6,5,7,7,True,5,"3,2,2,2,2,3"
NDCsX0J5xy0hPl,11,9,Items06,low,self,even,False,2.0,4,71,4,284,3103,4,74,4,296,3130,55.0,0.0,55.0,0.0,0,52,0,False,False,False,0,0,0,0,7,4,4,True,2,"4,4"
OBuLvcr2bLTJ9X,0,13,Items02,high,self,uneven,False,3.0,5,5,3,15,15,3,0,5,0,0,102.5,6.0,195.0,12.0,1,84,6,True,True,False,1,0,6,0,3,5,3,True,2,"5,3"
OBuLvcr2bLTJ9X,1,23,Items04,high,self,uneven,True,3.0,5,0,7,0,15,3,0,7,0,0,107.5,0.0,200.0,0.0,0,139,0,False,False,False,0,0,0,0,5,7,7,True,5,"3,2,2,2,2,3"
OBuLvcr2bLTJ9X,2,26,Items11,high,self,uneven,False,3.0,5,0,7,0,15,3,0,7,0,0,105.0,0.0,200.0,0.0,0,168,0,False,False,False,0,0,0,0,12,7,7,False,5,"3,2,2,2,2,3"
OBuLvcr2bLTJ9X,3,11,Items06,high,self,uneven,False,3.0,5,42,4,168,183,3,4,4,16,16,77.0,0.0,154.0,0.0,0,71,0,False,False,False,0,0,0,0,7,4,4,True,2,"4,4"
OBuLvcr2bLTJ9X,4,25,Items05,high,self,uneven,False,3.0,5,0,7,0,183,3,0,7,0,0,100.0,0.0,200.0,0.0,0,133,0,False,False,False,0,0,0,0,6,7,7,False,5,"3,2,2,2,2,3"
OBuLvcr2bLTJ9X,5,25,Items10,high,self,uneven,False,3.0,5,0,7,0,183,3,0,7,0,0,100.0,0.0,200.0,0.0,0,113,0,False,False,False,0,0,0,0,11,7,7,True,5,"3,2,2,2,2,3"
OBuLvcr2bLTJ9X,6,11,Items01,high,self,uneven,True,3.0,5,32,4,128,311,3,37,4,148,148,68.0,1.0,131.0,2.0,1,60,1,True,True,False,1,0,1,0,2,4,4,False,2,"4,4"
OBuLvcr2bLTJ9X,7,10,Items00,high,self,uneven,True,3.0,5,42,4,168,455,3,8,4,32,180,75.0,0.0,150.0,0.0,0,69,0,False,False,False,0,0,0,0,1,4,4,True,2,"4,4"
OBuLvcr2bLTJ9X,8,10,Items09,high,self,uneven,False,3.0,5,44,3,132,587,3,46,5,230,386,55.0,30.0,110.0,60.0,8,52,30,True,True,True,5,3,16,14,10,5,3,True,2,"3,5"
OBuLvcr2bLTJ9X,9,11,Items07,high,self,uneven,True,3.0,5,28,4,112,681,3,25,4,100,486,76.0,12.0,147.0,24.0,1,68,12,True,True,False,1,0,12,0,8,4,4,False,2,"4,4"
OBuLvcr2bLTJ9X,10,11,Items03,high,self,uneven,True,3.0,5,48,5,240,897,3,41,3,123,609,58.0,0.0,111.0,0.0,0,50,0,False,False,False,0,0,0,0,4,3,5,True,2,"3,5"
OBuLvcr2bLTJ9X,11,11,Items08,high,self,uneven,True,3.0,5,48,5,240,1107,3,41,3,123,732,58.0,0.0,111.0,0.0,0,50,0,False,False,False,0,0,0,0,9,3,5,True,2,"5,3"
ODyDBwJIrDmnma,0,26,Items04,high,self,uneven,True,12.0,3,0,7,0,0,5,0,7,0,0,107.5,31.0,200.0,62.0,5,148,36,True,True,True,2,3,23,13,5,7,7,True,5,"3,2,2,2,2,3"
ODyDBwJIrDmnma,1,13,Items06,high,self,uneven,True,12.0,3,0,4,0,0,5,37,4,148,148,86.5,0.0,163.0,0.0,0,73,0,False,False,False,0,0,0,0,7,4,4,True,2,"4,4"
ODyDBwJIrDmnma,2,12,Items03,high,self,uneven,False,12.0,3,0,5,0,0,5,36,3,108,256,87.0,0.0,164.0,0.0,0,75,0,False,False,False,0,0,0,0,4,3,5,True,2,"3,5"
ODyDBwJIrDmnma,3,11,Items01,high,self,uneven,True,12.0,3,4,4,16,16,5,17,4,68,324,92.0,0.0,179.0,0.0,0,81,0,False,False,False,0,0,0,0,2,4,4,False,2,"4,4"
ODyDBwJIrDmnma,4,27,Items11,high,self,uneven,True,12.0,3,0,7,0,0,5,0,7,0,324,106.5,0.0,200.0,0.0,0,157,0,False,False,False,0,0,0,0,12,7,7,False,5,"3,2,2,2,2,3"
ODyDBwJIrDmnma,5,23,Items05,high,self,uneven,True,12.0,3,0,7,0,0,5,0,7,0,324,112.5,0.0,200.0,0.0,0,167,0,False,False,False,0,0,0,0,6,7,7,False,5,"3,2,2,2,2,3"
ODyDBwJIrDmnma,6,16,Items08,high,self,uneven,True,12.0,3,23,5,115,115,5,0,3,0,324,101.0,9.0,177.0,18.0,2,75,9,True,False,True,0,2,0,9,9,3,5,True,2,"5,3"
ODyDBwJIrDmnma,7,10,Items02,high,self,uneven,True,12.0,3,38,3,114,229,5,48,5,240,564,57.0,0.0,114.0,0.0,0,54,0,False,False,False,0,0,0,0,3,5,3,True,2,"5,3"
ODyDBwJIrDmnma,8,25,Items10,high,self,uneven,True,12.0,3,0,7,0,229,5,0,7,0,534,107.5,0.0,200.0,0.0,0,143,0,False,False,False,0,0,0,0,11,7,7,True,5,"3,2,2,2,2,3"
ODyDBwJIrDmnma,9,14,Items00,high,self,uneven,True,12.0,3,28,4,112,341,5,0,4,0,534,93.5,12.0,172.0,24.0,1,79,12,True,False,True,0,1,0,12,1,4,4,True,2,"4,4"
ODyDBwJIrDmnma,10,10,Items09,high,self,uneven,True,12.0,3,38,3,114,455,5,36,5,180,714,63.0,0.0,126.0,0.0,0,60,0,False,False,False,0,0,0,0,10,5,3,True,2,"3,5"
ODyDBwJIrDmnma,11,22,Items07,high,self,uneven,False,12.0,3,0,4,0,455,5,1,4,4,688,127.0,0.0,199.0,0.0,0,81,0,False,False,False,0,0,0,0,8,4,4,False,2,"4,4"
OGnbKD3L1ui9Xx,0,17,Items10,low,self,even,False,11.0,4,45,7,315,315,4,48,7,336,336,107.0,0.0,107.0,0.0,0,96,0,False,False,False,0,0,0,0,11,7,7,True,5,"3,2,2,2,2,3"
OGnbKD3L1ui9Xx,1,9,Items00,low,self,even,False,11.0,4,71,4,284,599,4,74,4,296,611,55.0,0.0,55.0,0.0,0,52,0,False,False,False,0,0,0,0,1,4,4,True,2,"4,4"
OGnbKD3L1ui9Xx,2,9,Items02,low,self,even,True,11.0,4,68,3,204,803,4,71,5,355,954,61.0,10.0,61.0,10.0,1,58,10,True,True,False,1,0,10,0,3,5,3,True,2,"5,3"
OGnbKD3L1ui9Xx,3,9,Items07,low,self,even,False,11.0,4,71,4,284,1078,4,74,4,296,1250,55.0,2.0,55.0,2.0,2,52,2,True,True,True,1,1,1,1,8,4,4,False,2,"4,4"
OGnbKD3L1ui9Xx,4,17,Items11,low,self,even,True,11.0,4,46,7,322,1400,4,41,7,287,1525,113.0,36.0,113.0,36.0,8,100,36,True,True,True,4,4,17,19,12,7,7,False,5,"3,2,2,2,2,3"
OGnbKD3L1ui9Xx,5,9,Items09,low,self,even,True,11.0,4,64,3,192,1571,4,73,5,365,1890,63.0,10.0,63.0,10.0,1,60,10,True,True,False,1,0,10,0,10,5,3,True,2,"3,5"
OGnbKD3L1ui9Xx,6,9,Items03,low,self,even,True,11.0,4,76,5,380,1942,4,61,3,183,2073,63.0,10.0,63.0,10.0,1,60,10,True,False,True,0,1,0,10,4,3,5,True,2,"3,5"
OGnbKD3L1ui9Xx,7,13,Items08,low,self,even,True,11.0,4,52,5,260,2187,4,63,3,189,2262,85.0,0.0,85.0,0.0,0,67,0,False,False,False,0,0,0,0,9,3,5,True,2,"5,3"
OGnbKD3L1ui9Xx,8,18,Items04,low,self,even,True,11.0,4,33,7,231,2403,4,42,7,294,2556,125.0,8.0,125.0,8.0,1,116,8,True,False,True,0,1,0,8,5,7,7,True,5,"3,2,2,2,2,3"
OGnbKD3L1ui9Xx,9,17,Items05,low,self,even,False,11.0,4,35,7,245,2648,4,36,7,252,2787,129.0,0.0,129.0,0.0,0,120,0,False,False,False,0,0,0,0,6,7,7,False,5,"3,2,2,2,2,3"
OGnbKD3L1ui9Xx,10,12,Items01,low,self,even,True,11.0,4,66,4,264,2912,4,50,4,200,2966,84.0,1.0,84.0,1.0,1,73,1,True,False,True,0,1,0,1,2,4,4,False,2,"4,4"
OGnbKD3L1ui9Xx,11,9,Items06,low,self,even,True,11.0,4,74,4,296,3208,4,71,4,284,3238,55.0,0.0,55.0,0.0,0,52,0,False,False,False,0,0,0,0,7,4,4,True,2,"4,4"
OmOv7snAvQ1k6l,0,18,Items04,high,full,uneven,False,12.0,3,0,7,0,0,5,0,7,0,0,100.0,0.0,200.0,0.0,0,121,0,False,False,False,0,0,0,0,5,7,7,True,5,"3,2,2,2,2,3"
OmOv7snAvQ1k6l,1,10,Items06,high,full,uneven,False,12.0,3,8,4,32,32,5,42,4,168,168,75.0,0.0,150.0,0.0,0,69,0,False,False,False,0,0,0,0,7,4,4,True,2,"4,4"
OmOv7snAvQ1k6l,2,12,Items03,high,full,uneven,False,12.0,3,4,5,20,28,5,41,3,123,291,80.0,0.0,155.0,0.0,0,69,0,False,False,False,0,0,0,0,4,3,5,True,2,"3,5"
OmOv7snAvQ1k6l,3,10,Items01,high,full,uneven,False,12.0,3,8,4,32,40,5,22,4,88,379,85.0,0.0,170.0,0.0,0,79,0,False,False,False,0,0,0,0,2,4,4,False,2,"4,4"
OmOv7snAvQ1k6l,4,19,Items11,high,full,uneven,True,12.0,3,0,7,0,16,5,0,7,0,379,100.0,0.0,200.0,0.0,0,129,0,False,False,False,0,0,0,0,12,7,7,False,5,"3,2,2,2,2,3"
OmOv7snAvQ1k6l,5,19,Items05,high,full,uneven,True,12.0,3,0,7,0,16,5,0,7,0,379,100.0,0.0,200.0,0.0,0,135,0,False,False,False,0,0,0,0,6,7,7,False,5,"3,2,2,2,2,3"
OmOv7snAvQ1k6l,6,13,Items08,high,full,uneven,True,12.0,3,4,5,20,36,5,36,3,108,487,85.0,0.0,160.0,0.0,0,69,0,False,False,False,0,0,0,0,9,3,5,True,2,"5,3"
OmOv7snAvQ1k6l,7,10,Items02,high,full,uneven,True,12.0,3,46,3,138,154,5,48,5,240,727,53.0,0.0,106.0,0.0,0,50,0,False,False,False,0,0,0,0,3,5,3,True,2,"5,3"
OmOv7snAvQ1k6l,8,18,Items10,high,full,uneven,False,12.0,3,0,7,0,154,5,0,7,0,697,100.0,0.0,200.0,0.0,0,121,0,False,False,False,0,0,0,0,11,7,7,True,5,"3,2,2,2,2,3"
OmOv7snAvQ1k6l,9,10,Items00,high,full,uneven,False,12.0,3,4,4,16,170,5,42,4,168,865,77.0,0.0,154.0,0.0,0,71,0,False,False,False,0,0,0,0,1,4,4,True,2,"4,4"
OmOv7snAvQ1k6l,10,10,Items09,high,full,uneven,True,12.0,3,46,3,138,292,5,48,5,240,1105,53.0,0.0,106.0,0.0,0,50,0,False,False,False,0,0,0,0,10,5,3,True,2,"3,5"
OmOv7snAvQ1k6l,11,12,Items07,high,full,uneven,False,12.0,3,0,4,0,292,5,37,4,148,1223,84.0,1.0,163.0,2.0,1,79,1,True,True,False,1,0,1,0,8,4,4,False,2,"4,4"
OmgEQJhArEcn1g,0,12,Items07,high,full,even,True,5.0,4,37,4,148,148,4,8,4,32,32,80.0,1.0,155.0,2.0,1,69,1,True,False,True,0,1,0,1,8,4,4,False,2,"4,4"
OmgEQJhArEcn1g,1,17,Items05,high,full,even,False,5.0,4,0,7,0,148,4,0,7,0,8,100.0,0.0,200.0,0.0,0,146,0,False,False,False,0,0,0,0,6,7,7,False,5,"3,2,2,2,2,3"
